 505 504
D:505 507 502
D:505 504 500
D:505 504 499
D:507 505 502
D:506 508 504
D:505 504 504
D:505 504 502
D:506 502 504
D:505 504 502
D:507 504 504
D:506 504 500
D:506 504 501
D:508 504 502
D:508 504 502
D:507 507 504
D:507 504 504
D:506 502 504
D:506 504 502
D:508 505 502
D:508 504 504
D:508 504 504
D:508 504 504
D:510 504 508
D:510 504 510
D:510 504 508
D:510 504 508
D:510 504 506
D:510 504 505
D:510 504 508
D:509 504 504
D:509 502 504
D:508 504 504
D:508 507 504
D:508 506 504
D:508 504 504
D:508 504 502
D:505 505 504
D:508 506 505
D:508 504 504
D:507 504 499
D:506 504 500
D:505 504 497
D:505 505 504
D:507 504 502
D:505 502 499
I:a b c
D:505 504 501
D:505 508 502
D:505 504 504
D:507 504 502
D:507 502 504
D:506 505 504
D:505 504 504
D:506 504 499
D:508 504 502
D:508 507 500
D:505 506 500
D:506 505 502
D:508 504 504
D:507 504 504
D:507 504 504
D:508 508 504
D:508 504 502
D:508 504 502
D:508 504 500
D:508 505 504
D:508 508 504
D:508 504 508
D:510 504 508
D:510 504 508
D:508 507 508
D:508 507 505
D:510 504 505
D:509 502 508
D:508 505 507
D:508 505 508
D:508 505 505
D:508 504 500
D:508 504 504
D:508 504 504
D:508 505 504
D:508 504 504
D:508 504 504
D:508 504 504
D:508 507 502
D:507 504 504
D:508 504 502
D:505 504 499
D:505 505 501
D:504 508 502
D:504 505 501
D:504 504 499
D:505 505 499
D:505 508 504
D:505 504 504
D:508 504 504
D:507 504 501
D:507 504 504
D:508 508 504
D:508 508 502
D:508 504 504
D:507 504 499
D:508 506 499
D:508 505 502
D:508 504 504
D:508 502 500
D:507 504 502
D:507 505 502
D:508 504 504
D:508 504 504
D:510 504 504
D:511 508 507
D:512 508 508
D:512 505 508
D:511 504 507
D:508 504 505
D:508 506 507
D:508 507 507
D:508 504 504
D:508 504 504
D:508 504 504
D:508 508 508
D:508 508 505
D:505 505 506
D:507 504 504
D:508 505 502
D:508 508 504
D:508 508 504
D:505 504 504
D:500 504 499
D:505 505 499
D:508 508 501
D:508 504 508
D:510 504 511
D:508 505 499
D:505 508 498
D:504 505 502
D:504 504 499
D:504 504 499
D:505 504 502
D:508 504 502
D:508 504 500
D:508 502 501
D:504 506 504
D:502 508 502
D:507 504 505
I:a b c
D:510 501 505
D:508 502 505
D:505 504 517
D:502 508 527
D:502 510 522
D:504 505 504
D:508 502 494
D:508 502 494
D:511 504 502
D:515 504 497
D:506 504 492
D:504 504 499
D:501 504 516
D:511 507 512
D:511 504 499
D:508 504 502
D:505 512 504
D:499 515 508
D:508 524 527
D:499 536 511
D:504 499 506
D:499 505 534
D:504 526 544
D:499 513 509
D:504 496 489
D:513 499 475
D:517 508 527
D:494 497 548
D:500 512 531
D:516 515 521
D:510 499 553
D:499 519 550
D:499 526 480
D:519 492 496
D:508 502 505
D:498 508 508
D:524 504 438
D:508 496 480
D:473 521 608
D:481 540 647
D:475 521 488
D:511 523 451
D:496 512 415
D:476 558 414
D:496 504 444
D:519 486 512
D:499 542 511
D:510 556 556
D:513 521 608
D:459 496 539
D:440 467 499
D:561 489 449
D:590 484 504
D:556 483 511
D:531 492 527
D:463 487 548
D:442 500 499
D:480 519 416
D:460 540 484
D:465 560 568
D:508 558 604
D:437 504 583
D:486 545 480
D:532 564 412
D:606 463 420
D:540 492 486
D:529 563 718
D:515 484 510
D:522 462 441
D:558 508 515
D:468 481 476
D:496 484 463
D:463 510 499
D:472 516 536
D:517 553 536
D:518 515 526
D:548 542 448
D:540 496 472
D:494 476 497
D:436 508 560
D:429 576 515
D:527 529 504
D:556 454 504
D:563 504 494
D:516 520 481
D:487 564 508
D:519 540 486
D:528 472 536
D:499 491 515
D:515 478 510
D:560 472 487
D:505 485 521
D:468 504 520
D:529 492 473
D:520 496 440
D:432 551 515
D:441 540 524
D:563 489 527
D:572 476 519
D:512 515 553
I:a b c
D:472 520 504
D:528 515 428
D:544 549 438
D:521 499 488
D:534 536 558
D:505 516 584
D:530 452 456
D:543 451 463
D:536 476 473
D:517 497 480
D:476 510 568
D:512 505 541
D:529 504 489
D:531 524 561
D:489 504 510
D:528 490 460
D:504 497 480
D:499 508 456
D:496 499 496
D:522 499 524
D:524 512 558
D:516 520 486
D:512 486 476
D:519 488 483
D:515 512 492
D:502 522 512
D:504 489 508
D:528 491 502
D:524 496 496
D:520 502 511
D:518 510 504
D:519 502 506
D:515 499 513
D:511 502 504
D:515 504 499
D:515 502 496
D:520 504 486
D:502 496 497
D:502 496 511
D:518 496 508
D:513 494 510
D:508 499 510
D:505 504 506
D:515 504 499
D:523 505 492
D:523 502 500
D:521 502 512
D:519 505 497
D:523 505 511
D:520 508 515
D:519 508 506
D:519 508 504
D:519 504 500
D:516 499 499
D:513 508 497
D:511 492 492
D:513 494 496
D:512 499 496
D:512 501 489
D:512 511 496
D:513 508 499
D:512 505 507
D:513 494 504
D:511 492 494
D:510 496 487
D:510 496 487
D:512 494 494
D:513 492 494
D:511 489 492
D:508 512 494
D:508 515 493
D:507 492 496
D:508 487 496
D:507 504 496
D:508 505 496
D:510 497 497
D:508 489 496
D:510 499 505
D:509 505 504
D:508 510 504
D:508 513 496
D:508 504 496
D:508 501 494
D:506 524 496
D:508 519 504
D:508 529 499
D:509 544 496
D:510 483 494
D:507 463 499
D:504 476 497
D:508 484 496
D:510 487 504
D:511 496 504
D:511 501 505
D:513 511 512
D:513 531 513
D:511 547 513
D:512 521 505
D:512 494 504
D:510 486 496
I:a b c
D:507 481 497
D:508 488 501
D:510 487 499
D:510 499 499
D:510 492 492
D:508 508 499
D:510 504 506
D:508 504 505
D:511 502 508
D:511 508 504
D:508 511 498
D:506 512 502
D:508 509 502
D:508 508 499
D:505 508 502
D:505 510 499
D:505 507 504
D:507 504 497
D:505 512 499
D:504 507 504
D:505 504 496
D:508 508 496
D:508 508 499
D:508 505 499
D:508 505 502
D:508 508 500
D:508 510 504
D:508 505 499
D:508 505 496
D:504 511 504
D:505 496 499
D:508 496 504
D:508 497 504
D:509 500 502
D:508 505 500
D:508 505 500
D:508 505 499
D:508 508 500
D:508 506 499
D:508 508 504
D:510 508 508
D:511 504 504
D:511 497 504
D:510 504 499
D:510 508 504
D:510 508 506
D:511 504 504
D:512 504 504
D:510 504 504
D:508 508 506
D:510 504 508
D:508 504 508
D:508 504 499
D:508 506 499
D:508 510 502
D:508 504 504
D:508 508 504
D:509 509 502
D:510 511 504
D:508 508 504
D:505 504 499
D:505 502 497
D:508 509 502
D:508 504 499
D:507 501 497
D:504 505 499
D:505 504 497
D:507 496 496
D:508 499 499
D:506 500 500
D:508 504 500
D:508 505 500
D:507 512 497
D:506 506 501
D:508 504 504
D:508 500 502
D:508 499 501
D:508 501 504
D:507 504 504
D:508 504 508
D:506 508 500
D:508 505 502
D:507 504 504
D:508 504 504
D:508 501 502
D:508 504 501
D:508 508 504
D:508 508 507
D:508 514 505
D:510 504 508
D:511 499 508
D:511 504 510
D:511 502 510
D:510 502 504
D:511 500 504
D:510 504 506
D:508 504 504
D:508 502 504
D:508 502 502
D:508 504 504
I:a b c
D:508 508 504
D:508 504 502
D:508 502 499
D:508 502 504
D:508 508 511
D:508 508 508
D:508 505 499
D:508 499 504
D:507 505 499
D:506 504 499
D:505 505 498
D:504 504 499
D:505 502 500
D:505 504 504
D:505 508 504
D:505 508 505
D:505 504 505
D:508 504 504
D:505 508 504
D:508 505 505
D:505 508 504
D:508 504 504
D:508 504 505
D:508 508 505
D:508 505 505
D:508 502 507
D:508 501 505
D:508 505 508
D:508 505 508
D:508 502 508
D:508 499 504
D:508 502 504
D:506 502 505
D:508 504 504
D:508 504 512
D:510 504 514
D:508 504 512
D:508 510 513
D:508 504 511
D:508 500 511
D:508 505 508
D:508 504 508
D:508 508 508
D:508 505 510
D:508 500 504
D:508 499 504
D:508 508 504
D:508 511 502
D:508 499 504
D:508 499 504
D:508 504 504
D:506 506 504
D:507 504 505
D:505 501 499
D:504 504 502
D:504 505 499
D:505 508 502
D:507 505 499
D:505 504 499
D:505 508 502
D:508 508 504
D:504 505 504
D:505 504 504
D:508 504 506
D:508 504 504
D:507 504 504
D:508 504 504
D:508 504 504
D:508 504 504
D:508 507 502
D:508 505 505
D:508 504 501
D:508 502 504
D:508 504 508
D:508 510 505
D:508 504 505
D:506 504 505
D:508 504 504
D:508 504 508
D:510 504 508
D:510 504 506
D:511 500 505
D:507 499 506
D:508 505 508
D:511 506 508
D:510 504 508
D:511 507 505
D:508 505 504
D:508 509 507
D:508 510 508
D:508 504 504
D:508 505 504
D:510 505 507
D:508 510 512
D:513 511 504
D:508 508 507
D:511 510 504
D:508 508 504
D:505 510 502
D:511 513 504
I:a b c
D:511 506 504
D:508 505 505
D:508 510 510
D:510 507 505
D:510 504 505
D:510 505 504
D:509 508 504
D:510 508 504
D:510 508 504
D:508 504 505
D:508 505 508
D:511 508 506
D:510 508 508
D:511 505 508
D:511 505 504
D:508 508 505
D:510 508 505
D:510 505 504
D:510 504 504
D:508 508 504
D:508 505 504
D:508 508 505
D:510 504 510
D:511 504 511
D:512 505 515
D:512 510 511
D:510 508 511
D:510 504 515
D:511 506 512
D:513 510 512
D:510 508 511
D:510 513 504
D:511 508 502
D:510 501 505
D:508 506 505
D:505 505 508
D:508 509 510
D:511 506 508
D:511 510 505
D:508 508 506
D:506 508 504
D:505 504 504
D:504 500 508
D:504 499 508
D:505 504 508
D:506 510 508
D:508 505 504
D:504 504 496
D:496 504 492
D:504 505 497
D:508 507 515
D:513 512 526
D:512 505 508
D:504 511 505
D:496 517 496
D:499 504 515
D:504 504 520
D:512 499 508
D:516 494 486
D:515 494 502
D:505 497 492
D:492 508 492
D:486 513 508
D:496 508 508
D:504 515 510
D:508 504 547
D:478 527 563
D:469 528 507
D:496 520 539
D:511 529 604
D:515 515 600
D:528 511 519
D:526 511 494
D:496 499 451
D:468 508 487
D:472 542 500
D:470 496 451
D:507 494 555
D:499 499 694
D:543 507 574
D:526 524 428
D:504 476 343
D:499 491 403
D:469 512 478
D:472 518 558
D:449 499 526
D:556 493 467
D:568 530 453
D:524 572 516
D:408 596 590
D:396 536 494
D:484 432 536
D:572 440 476
D:574 448 541
D:534 488 558
D:574 480 470
D:512 492 523
D:488 499 451
D:456 496 491
D:546 500 499
I:a b c
D:520 521 467
D:488 534 536
D:451 531 527
D:444 552 444
D:465 489 546
D:564 483 572
D:534 500 496
D:518 496 473
D:507 497 504
D:504 512 561
D:460 563 552
D:380 504 540
D:577 473 424
D:547 499 444
D:536 499 430
D:565 493 515
D:530 536 518
D:496 576 508
D:544 497 551
D:478 520 537
D:521 490 513
D:520 474 580
D:536 480 459
D:505 483 432
D:443 524 499
D:478 499 504
D:508 480 476
D:504 494 507
D:542 496 492
D:485 496 528
D:516 504 505
D:496 505 548
D:553 508 516
D:547 504 513
D:536 505 448
D:511 505 446
D:505 508 476
D:504 515 496
D:504 532 536
D:505 484 531
D:515 483 493
D:516 488 499
D:514 500 492
D:511 497 493
D:510 497 497
D:497 504 504
D:502 505 497
D:519 504 518
D:524 499 508
D:508 500 487
D:510 504 504
D:510 500 499
D:504 497 499
D:497 499 496
D:519 504 502
D:519 508 501
D:518 505 499
D:519 504 504
D:523 504 508
D:521 504 504
D:519 508 505
D:519 508 499
D:519 504 504
D:516 506 504
D:515 504 499
D:513 502 499
D:512 504 494
D:511 502 497
D:511 499 497
D:511 504 497
D:511 508 492
D:512 508 496
D:513 491 500
D:512 497 504
D:508 504 492
D:508 492 489
D:508 492 488
D:508 499 496
D:511 504 499
D:508 504 500
D:510 500 496
D:510 504 496
D:508 497 492
D:506 502 496
D:508 504 499
D:510 506 499
D:510 504 499
D:510 504 499
D:508 508 500
D:508 504 497
D:510 504 496
D:508 508 492
D:506 505 500
D:505 511 500
D:508 519 508
D:508 508 504
D:508 483 504
D:508 494 502
D:508 505 497
D:507 510 504
I:a b c
D:508 502 497
D:507 489 498
D:505 487 496
D:508 499 502
D:511 504 502
D:511 512 499
D:508 525 515
D:511 531 513
D:510 504 511
D:508 489 500
D:510 492 497
D:511 487 500
D:511 494 502
D:513 508 504
D:510 492 504
D:508 504 504
D:509 510 504
D:509 515 504
D:508 516 501
D:506 508 502
D:508 504 499
D:508 516 504
D:508 512 501
D:509 508 499
D:508 499 502
D:508 508 496
D:505 507 499
D:505 491 497
D:508 499 500
D:508 524 497
D:506 512 496
D:508 489 499
D:507 499 513
D:508 489 496
D:505 496 497
D:504 504 496
D:504 505 496
D:508 505 499
D:507 511 496
D:511 511 504
D:510 504 504
D:508 504 504
D:510 505 508
D:508 512 504
D:508 508 504
D:508 510 504
D:508 510 499
D:505 504 500
D:507 500 504
D:508 499 505
D:510 499 505
D:508 500 504
D:510 508 505
D:510 508 508
D:508 502 504
D:510 504 499
D:508 504 500
D:508 505 505
D:508 504 504
D:510 501 510
D:508 501 502
D:508 504 499
D:508 505 504
D:508 504 501
D:510 504 498
D:508 504 499
D:508 505 497
D:505 505 504
D:506 502 504
D:508 504 499
D:505 508 508
D:508 513 504
D:508 508 502
D:510 504 504
D:505 505 504
D:507 508 504
D:505 510 499
D:505 504 501
D:505 504 499
D:506 504 499
D:506 505 499
D:504 504 499
D:505 504 499
D:510 505 499
D:508 506 499
D:505 508 502
D:504 504 501
D:505 502 501
D:506 500 504
D:508 504 504
D:508 508 504
D:504 505 499
D:508 504 498
D:507 505 500
D:508 505 504
D:510 502 504
D:510 502 504
D:508 504 499
D:507 508 504
D:507 505 500
I:a b c
D:508 504 504
D:510 502 504
D:510 502 504
D:508 505 508
D:509 506 508
D:510 508 510
D:510 504 506
D:510 505 504
D:510 512 505
D:510 508 505
D:510 497 504
D:510 500 502
D:508 504 502
D:508 504 506
D:508 504 504
D:508 504 504
D:508 505 505
D:505 508 505
D:508 508 508
D:509 505 504
D:508 504 502
D:508 506 504
D:509 506 504
D:509 508 508
D:508 500 504
D:506 504 504
D:508 504 502
D:508 508 504
D:508 504 499
D:508 504 500
D:508 504 505
D:507 510 508
D:508 507 508
D:507 499 504
D:508 497 504
D:504 500 496
D:504 508 502
D:508 504 500
D:507 499 500
D:508 504 502
D:508 505 504
D:505 508 504
D:505 508 504
D:505 504 504
D:506 504 505
D:507 504 505
D:505 499 505
D:508 502 507
D:508 505 505
D:508 504 504
D:508 508 505
D:508 505 505
D:508 507 505
D:508 504 505
D:510 508 510
D:509 510 513
D:510 504 508
D:509 504 505
D:511 504 504
D:508 504 505
D:509 504 504
D:508 504 505
D:508 499 507
D:508 504 505
D:508 508 508
D:508 508 507
D:508 504 508
D:508 504 504
D:507 504 508
D:508 505 508
D:508 504 507
D:505 504 504
D:508 504 504
D:508 511 508
D:508 505 508
D:505 499 504
D:504 504 505
D:506 505 504
D:505 510 505
D:506 508 504
D:508 502 505
D:508 504 504
D:506 504 504
D:507 504 504
D:507 502 504
D:505 502 504
D:504 504 505
D:505 511 510
D:508 508 508
D:508 504 505
D:508 504 508
D:508 505 508
D:508 504 511
D:508 504 511
D:510 504 505
D:511 504 505
D:508 506 502
D:505 505 508
D:504 508 504
D:505 502 504
I:a b c
D:504 505 505
D:502 508 505
D:505 508 504
D:508 508 501
D:508 511 505
D:508 509 510
D:507 494 511
D:508 497 511
D:505 497 508
D:508 502 502
D:513 504 505
D:512 504 508
D:510 499 510
D:507 497 510
D:506 502 504
D:504 508 510
D:508 511 521
D:509 506 521
D:508 500 517
D:511 499 492
D:508 501 502
D:502 511 508
D:500 510 505
D:504 505 504
D:510 508 505
D:504 504 499
D:494 505 509
D:507 504 524
D:512 508 511
D:507 523 499
D:502 512 489
D:499 504 489
D:494 527 481
D:502 513 510
D:520 489 548
D:517 508 536
D:513 494 496
D:508 492 504
D:504 513 480
D:513 496 483
D:513 500 511
D:512 519 543
D:506 513 558
D:504 496 606
D:489 518 506
D:492 499 472
D:507 492 459
D:502 501 487
D:514 531 536
D:524 534 472
D:510 531 499
D:520 513 528
D:519 496 588
D:508 488 539
D:492 500 440
D:491 521 470
D:514 543 524
D:515 511 467
D:488 499 480
D:483 485 468
D:512 483 517
D:485 552 591
D:480 582 588
D:476 519 564
D:478 526 542
D:491 506 473
D:536 454 420
D:560 472 396
D:508 498 527
D:470 504 579
D:472 499 551
D:540 523 444
D:473 545 467
D:499 487 511
D:553 511 449
D:536 536 545
D:440 534 611
D:451 527 640
D:467 541 501
D:476 504 391
D:583 480 414
D:572 499 440
D:531 504 499
D:542 520 603
D:550 551 627
D:530 536 500
D:486 551 441
D:417 537 438
D:500 475 505
D:542 513 608
D:496 560 526
D:499 469 432
D:543 464 496
D:536 483 420
D:472 525 492
D:497 497 540
D:552 488 553
D:508 508 577
D:423 513 573
D:540 496 432
I:a b c
D:537 504 435
D:536 504 478
D:518 518 492
D:512 521 527
D:524 518 523
D:521 500 608
D:531 500 467
D:512 510 428
D:496 523 448
D:510 486 492
D:517 488 505
D:515 489 510
D:511 496 516
D:515 497 510
D:513 502 502
D:505 500 511
D:508 502 504
D:504 504 502
D:500 504 512
D:510 504 492
D:496 499 494
D:497 500 497
D:517 504 496
D:519 504 499
D:516 500 505
D:516 504 489
D:519 504 502
D:513 504 510
D:515 501 508
D:518 500 504
D:512 504 499
D:513 504 504
D:512 505 499
D:510 500 501
D:512 496 499
D:511 499 496
D:510 499 499
D:510 500 496
D:512 499 496
D:515 499 500
D:513 500 501
D:512 499 502
D:508 494 496
D:512 504 499
D:513 498 498
D:512 499 500
D:511 499 496
D:511 496 507
D:512 496 499
D:512 504 500
D:511 502 499
D:512 504 496
D:510 505 506
D:510 508 494
D:510 508 499
D:508 502 504
D:511 504 497
D:508 502 496
D:508 504 496
D:508 508 494
D:505 504 494
D:506 499 496
D:508 502 498
D:510 502 501
D:508 499 496
D:507 500 492
D:506 504 496
D:504 504 502
D:504 504 504
D:504 508 508
D:505 508 499
D:508 497 491
D:508 502 494
D:507 502 496
D:508 502 500
D:510 500 504
D:508 499 499
D:507 507 499
D:508 508 500
D:509 508 502
D:509 504 499
D:508 511 499
D:508 511 498
D:508 504 505
D:508 500 512
D:511 515 508
D:511 491 508
D:510 480 510
D:510 494 504
D:511 483 505
D:511 493 500
D:509 502 496
D:508 504 504
D:510 508 508
D:510 508 502
D:508 504 496
D:508 508 504
D:508 510 504
D:509 508 504
D:510 508 504
I:a b c
D:508 508 504
D:505 513 505
D:508 504 502
D:508 504 496
D:505 509 502
D:506 512 504
D:508 505 502
D:506 496 497
D:505 500 499
D:506 505 499
D:505 512 500
D:508 505 500
D:508 502 498
D:508 501 499
D:508 499 499
D:507 508 504
D:508 508 504
D:508 510 508
D:507 506 496
D:508 508 496
D:508 505 494
D:506 502 502
D:506 508 504
D:508 511 505
D:508 508 507
D:508 502 502
D:508 498 500
D:508 502 497
D:508 504 508
D:508 508 508
D:510 507 510
D:512 504 504
D:511 502 502
D:511 502 504
D:511 500 504
D:510 508 504
D:510 511 505
D:510 504 504
D:508 504 499
D:507 502 504
D:508 496 504
D:508 499 504
D:510 504 500
D:508 511 499
D:508 504 504
D:507 501 499
D:507 505 498
D:508 507 510
D:505 511 504
D:504 518 494
D:504 515 492
D:507 500 496
D:507 502 500
D:506 500 498
D:505 496 496
D:505 497 499
D:508 508 500
D:509 508 499
D:508 505 502
D:508 508 504
D:508 504 507
D:508 506 505
D:508 506 502
D:505 504 501
D:508 500 504
D:507 504 499
D:507 500 499
D:508 502 504
D:508 502 500
D:505 504 502
D:508 505 504
D:507 504 502
D:508 500 502
D:510 504 499
D:508 508 510
D:508 504 512
D:510 504 513
D:510 505 508
D:511 504 508
D:508 504 508
D:510 505 507
D:511 500 509
D:510 502 508
D:508 505 504
D:508 509 502
D:508 504 504
D:508 502 504
D:507 500 501
D:508 505 500
D:508 507 502
D:508 506 499
D:507 504 504
D:508 508 502
D:505 510 499
D:505 505 499
D:505 508 498
D:505 508 496
D:504 504 499
D:508 505 502
D:505 504 504
I:a b c
D:508 504 504
D:507 499 504
D:505 506 504
D:505 505 504
D:505 502 499
D:505 499 500
D:506 502 502
D:508 505 497
D:508 506 505
D:507 505 505
D:508 504 504
D:508 507 505
D:508 508 504
D:508 508 504
D:505 504 504
D:505 502 499
D:504 504 500
D:508 504 508
D:510 499 508
D:511 502 510
D:511 508 511
D:508 511 515
D:510 505 505
D:511 501 508
D:510 504 504
D:510 505 505
D:509 504 504
D:508 500 504
D:508 500 504
D:508 504 506
D:508 505 508
D:508 508 504
D:510 504 505
D:508 504 505
D:508 504 504
D:506 508 502
D:504 506 499
D:504 504 499
D:505 504 499
D:505 508 504
D:507 505 504
D:508 505 504
D:507 504 500
D:507 504 499
D:505 505 502
D:505 505 504
D:507 504 499
D:506 504 499
D:505 504 501
D:505 504 504
D:506 504 504
D:505 508 504
D:505 502 504
D:508 504 504
D:505 504 504
D:508 502 504
D:508 501 504
D:508 504 502
D:508 508 505
D:508 512 508
D:508 508 502
D:506 504 508
D:504 507 508
D:508 504 508
D:508 500 508
D:510 499 504
D:508 500 508
D:508 504 512
D:510 504 508
D:508 504 508
D:508 504 508
D:508 504 507
D:508 508 505
D:505 508 510
D:508 502 508
D:508 504 505
D:508 504 506
D:508 512 505
D:505 513 508
D:507 496 505
D:506 499 508
D:504 506 506
D:508 504 506
D:508 507 504
D:504 504 502
D:508 504 502
D:505 508 504
D:508 510 502
D:508 505 501
D:505 508 504
D:504 505 499
D:507 512 504
D:508 504 508
D:508 504 508
D:505 504 508
D:502 504 515
D:499 505 524
D:502 502 519
D:508 499 504
D:504 504 490
I:a b c
D:502 508 502
D:512 506 496
D:512 502 508
D:500 504 504
D:499 521 505
D:502 527 490
D:487 511 494
D:489 516 548
D:496 508 561
D:519 510 515
D:520 511 519
D:516 483 540
D:521 498 528
D:524 494 532
D:504 497 533
D:494 500 458
D:512 505 460
D:492 527 480
D:496 508 536
D:515 499 555
D:480 531 568
D:486 505 444
D:496 496 496
D:464 520 456
D:492 522 510
D:483 537 512
D:540 515 478
D:548 518 526
D:492 539 483
D:496 517 460
D:490 454 510
D:432 497 472
D:478 492 487
D:537 527 504
D:582 483 574
D:553 494 560
D:515 543 601
D:500 486 542
D:428 476 582
D:460 504 476
D:432 504 444
D:492 513 544
D:533 492 463
D:547 492 488
D:543 499 460
D:518 519 414
D:440 543 460
D:440 501 527
D:433 526 536
D:435 521 604
D:577 485 470
D:622 505 462
D:574 531 568
D:512 558 518
D:536 496 464
D:500 500 492
D:504 568 512
D:500 469 480
D:522 472 531
D:498 519 467
D:504 476 480
D:504 496 463
D:430 492 516
D:542 496 572
D:560 511 600
D:520 511 496
D:492 512 478
D:504 502 428
D:505 511 436
D:494 510 508
D:551 516 464
D:511 519 472
D:492 536 560
D:508 515 558
D:512 519 476
D:511 480 476
D:534 496 494
D:500 492 499
D:515 499 531
D:481 515 542
D:494 518 487
D:524 483 472
D:527 494 516
D:519 494 572
D:521 499 536
D:513 494 463
D:496 496 467
D:527 504 463
D:512 506 483
D:508 504 490
D:514 502 496
D:518 501 502
D:497 505 512
D:516 504 513
D:508 514 534
D:511 508 504
D:504 504 496
D:505 505 498
D:511 509 491
D:513 504 487
I:a b c
D:504 504 504
D:496 504 504
D:523 497 511
D:529 488 499
D:518 492 494
D:500 505 504
D:499 507 513
D:518 504 496
D:540 497 497
D:519 496 504
D:511 499 497
D:508 504 496
D:505 502 496
D:510 500 500
D:508 499 500
D:510 504 507
D:509 504 504
D:500 505 489
D:506 499 484
D:510 502 504
D:515 504 508
D:508 504 504
D:508 499 505
D:510 502 497
D:509 504 497
D:514 505 500
D:512 504 500
D:506 499 497
D:508 496 494
D:508 500 499
D:508 499 505
D:508 502 500
D:512 502 494
D:516 504 496
D:516 504 499
D:515 504 499
D:511 504 502
D:508 504 496
D:510 504 499
D:511 515 504
D:510 506 500
D:510 497 497
D:510 500 499
D:510 505 504
D:510 510 508
D:512 502 498
D:511 496 499
D:510 496 501
D:510 497 508
D:511 499 505
D:510 508 508
D:510 499 505
D:510 497 510
D:505 505 504
D:505 507 497
D:508 504 502
D:510 504 496
D:511 499 502
D:511 504 502
D:508 496 499
D:510 496 496
D:508 500 494
D:505 511 494
D:504 508 500
D:504 502 502
D:504 507 502
D:505 522 498
D:508 513 510
D:512 496 504
D:508 492 505
D:505 497 508
D:511 500 504
D:508 501 499
D:507 504 500
D:510 508 504
D:508 507 506
D:511 504 508
D:512 508 504
D:512 513 505
D:508 513 499
D:508 506 505
D:508 504 509
D:511 511 504
D:512 499 499
D:510 499 500
D:510 511 505
D:510 532 511
D:508 507 508
D:510 480 502
D:511 482 504
D:511 496 506
D:515 510 515
D:511 508 504
D:508 499 508
D:515 505 508
D:512 510 512
D:512 504 502
D:511 499 502
D:512 510 505
D:508 512 510
I:a b c
D:511 508 508
D:513 501 508
D:511 504 504
D:510 505 502
D:508 510 502
D:508 511 505
D:508 510 505
D:508 508 497
D:508 504 496
D:506 518 499
D:505 512 499
D:504 499 496
D:508 487 497
D:507 494 496
D:506 496 500
D:508 492 498
D:508 496 496
D:507 499 502
D:505 504 504
D:508 511 504
D:508 508 504
D:508 508 499
D:508 508 500
D:507 504 499
D:508 504 500
D:508 510 502
D:508 508 499
D:508 504 501
D:506 505 504
D:508 505 504
D:508 505 504
D:507 505 502
D:508 508 504
D:508 504 508
D:511 502 508
D:511 504 510
D:510 508 508
D:511 508 508
D:510 504 504
D:510 504 504
D:508 505 504
D:510 508 505
D:510 504 501
D:510 504 493
D:506 505 505
D:508 508 508
D:510 514 510
D:509 504 510
D:508 499 504
D:508 500 504
D:508 505 500
D:507 504 502
D:505 504 499
