4 504
D:508 508 508
D:508 508 508
D:508 507 504
D:508 504 504
D:511 504 505
D:510 505 504
D:506 508 505
D:508 504 506
D:508 504 499
D:505 504 498
D:505 504 497
D:506 504 499
D:507 504 502
D:507 505 501
D:507 505 499
D:505 505 500
D:506 504 500
D:508 504 504
D:507 505 505
D:505 504 507
D:506 504 508
D:508 502 508
D:508 504 499
D:506 504 500
D:508 507 502
D:506 505 499
D:511 505 504
D:510 504 508
D:507 504 505
D:508 504 499
I:a b c
D:508 504 504
D:508 504 504
D:508 508 508
D:510 504 506
D:510 504 507
D:510 504 508
D:511 505 508
D:510 506 508
D:508 505 508
D:508 505 508
D:508 502 504
D:508 505 508
D:508 508 512
D:508 510 513
D:505 505 504
D:505 505 498
D:508 508 499
D:508 508 502
D:511 507 510
D:518 508 504
D:512 508 504
D:511 508 506
D:513 510 510
D:510 507 514
D:508 508 513
D:511 511 504
D:510 513 504
D:509 507 504
D:505 506 504
D:504 508 505
D:510 515 508
D:512 511 510
D:511 506 511
D:512 507 504
D:511 508 497
D:509 510 498
D:508 510 502
D:508 508 504
D:508 504 510
D:511 507 499
D:510 509 496
D:499 510 505
D:496 508 517
D:505 499 524
D:517 508 531
D:513 515 521
D:511 505 513
D:511 508 496
D:505 514 486
D:507 524 492
D:496 527 514
D:504 508 543
D:520 504 540
D:536 492 504
D:511 480 492
D:486 513 487
D:496 516 499
D:504 508 534
D:514 510 523
D:510 515 537
D:511 497 492
D:512 504 504
D:510 505 476
D:505 508 486
D:510 514 519
D:499 524 536
D:504 508 520
D:497 512 513
D:487 518 551
D:496 504 502
D:496 504 512
D:502 513 465
D:508 534 454
D:492 529 457
D:499 502 465
D:520 494 505
D:508 513 510
D:470 547 536
D:486 504 511
D:500 516 547
D:519 496 528
D:540 483 435
D:513 506 444
D:512 504 480
D:504 526 496
D:508 486 536
D:496 497 563
D:454 512 547
D:474 520 540
D:515 521 508
D:519 497 611
D:530 526 489
D:540 540 441
D:476 527 533
D:449 600 526
D:423 577 514
D:529 488 565
D:560 486 496
D:472 540 451
D:455 489 496
I:a b c
D:455 460 463
D:536 507 558
D:548 472 463
D:620 474 504
D:510 497 547
D:441 543 561
D:518 574 469
D:386 520 456
D:457 512 539
D:606 560 506
D:577 505 414
D:532 478 444
D:486 540 615
D:441 537 531
D:526 534 536
D:511 497 515
D:524 557 500
D:489 499 472
D:435 457 384
D:486 499 412
D:536 499 549
D:551 499 595
D:519 520 548
D:401 536 448
D:568 486 400
D:470 487 459
D:483 488 608
D:527 604 543
D:523 492 480
D:472 467 511
D:577 489 480
D:545 504 446
D:583 496 569
D:420 632 515
D:385 500 452
D:494 449 417
D:523 500 534
D:519 523 554
D:561 483 556
D:597 486 502
D:521 496 464
D:489 494 463
D:440 480 565
D:399 521 545
D:480 484 392
D:550 504 494
D:585 545 543
D:571 506 428
D:537 511 480
D:511 600 596
D:476 547 504
D:527 510 502
D:516 456 573
D:508 455 402
D:476 492 423
D:463 473 470
D:488 536 489
D:415 548 569
D:412 455 634
D:614 478 524
D:561 467 475
D:492 475 473
D:518 502 498
D:490 496 472
D:557 494 461
D:563 497 455
D:534 502 482
D:526 504 561
D:528 544 489
D:483 566 457
D:467 502 476
D:419 499 547
D:502 510 515
D:536 513 544
D:504 457 500
D:512 489 472
D:519 499 451
D:544 473 563
D:540 501 524
D:470 496 463
D:478 476 473
D:568 489 468
D:516 499 508
D:519 505 484
D:531 494 508
D:527 492 569
D:504 497 515
D:514 508 521
D:515 530 568
D:502 540 508
D:511 511 442
D:519 472 435
D:520 491 463
D:514 481 539
D:518 486 505
D:511 486 483
D:511 496 478
D:499 499 499
D:511 504 505
D:508 515 496
I:a b c
D:512 504 542
D:524 497 560
D:536 505 575
D:492 505 527
D:515 496 468
D:508 497 450
D:505 498 467
D:519 499 478
D:524 497 489
D:520 504 498
D:515 500 508
D:515 499 508
D:519 504 513
D:515 504 515
D:513 508 511
D:513 498 511
D:514 497 502
D:513 499 502
D:513 502 496
D:512 496 501
D:512 502 505
D:515 504 510
D:513 504 505
D:512 499 499
D:510 499 499
D:512 504 504
D:513 504 504
D:511 500 505
D:511 504 511
D:513 502 496
D:510 500 496
D:509 499 501
D:515 499 508
D:516 500 504
D:515 504 504
D:515 505 505
D:515 506 505
D:514 504 500
D:513 504 499
D:513 506 496
D:511 504 506
D:508 514 502
D:510 511 497
D:510 499 499
D:508 505 492
D:508 500 492
D:510 496 492
D:508 498 496
D:508 504 492
D:508 505 500
D:508 504 502
D:510 504 499
D:509 502 499
D:508 504 497
D:510 504 497
D:508 508 504
D:508 504 497
D:508 504 497
D:508 500 499
D:508 507 498
D:510 504 498
D:508 500 499
D:508 504 504
D:505 523 508
D:504 524 502
D:508 496 499
D:511 499 499
D:510 497 497
D:511 500 502
D:510 508 504
D:511 486 505
D:515 494 504
D:513 496 505
D:512 500 507
D:512 499 504
D:512 507 504
D:511 508 505
D:511 502 504
D:511 505 501
D:511 508 501
D:510 505 499
D:510 521 502
D:510 517 508
D:511 496 510
D:511 483 508
D:510 487 499
D:508 487 499
D:508 505 496
D:508 517 496
D:510 513 504
D:511 526 508
D:508 514 504
D:507 506 497
D:510 526 499
D:511 541 499
D:508 553 504
D:509 504 502
D:508 448 498
D:508 460 497
D:507 478 497
I:a b c
D:510 512 504
D:508 476 505
D:508 485 499
D:510 500 501
D:508 512 504
D:508 527 504
D:510 527 504
D:510 492 504
D:508 492 504
D:509 496 504
D:508 499 501
D:508 504 502
D:508 508 502
D:508 513 499
D:504 511 504
D:508 508 511
D:512 519 510
D:511 518 508
D:510 511 511
D:511 505 508
D:509 502 504
D:510 492 504
D:508 496 504
D:508 507 505
D:508 508 504
D:510 504 505
D:508 504 502
D:508 506 504
D:510 508 508
D:508 510 504
D:508 507 505
D:508 504 502
D:508 511 504
D:508 515 504
D:508 504 504
D:508 508 505
D:508 505 504
D:508 504 504
D:508 504 504
D:508 505 504
D:507 510 504
D:508 508 498
D:506 508 496
D:504 508 504
D:505 504 504
D:508 504 505
D:508 511 508
D:510 508 500
D:508 505 502
D:508 504 497
D:508 500 502
D:508 504 505
D:508 505 504
D:508 505 504
D:510 507 504
D:510 504 504
D:508 504 505
D:508 501 504
D:510 502 505
D:508 504 504
D:508 505 505
D:508 506 504
D:506 508 504
D:508 502 504
D:508 508 508
D:508 504 505
D:508 504 510
D:510 504 506
D:510 504 513
D:510 505 512
D:510 500 515
D:512 504 508
D:508 505 504
D:510 504 507
D:511 510 508
D:512 508 509
D:510 507 508
D:511 510 505
D:512 508 508
D:512 513 511
D:511 508 510
D:508 510 508
D:511 510 510
D:512 505 510
D:510 505 508
D:510 508 506
D:512 510 510
D:511 509 508
D:510 508 504
D:510 510 505
D:511 504 508
D:511 504 508
D:511 504 508
D:510 508 511
D:511 508 510
D:511 508 509
D:510 510 510
D:508 505 510
D:510 508 510
D:511 508 508
I:a b c
D:510 504 508
D:511 504 508
D:511 504 510
D:511 510 511
D:511 508 504
D:510 505 504
D:510 509 504
D:511 510 508
D:511 508 510
D:511 508 508
D:510 507 507
D:508 511 508
D:508 505 511
D:510 508 508
D:510 504 507
D:511 504 508
D:510 504 508
D:509 504 508
D:510 504 504
D:508 504 507
D:509 507 508
D:508 504 508
D:508 504 505
D:508 504 505
D:508 508 508
D:508 505 505
D:508 505 508
D:505 505 505
D:508 505 507
D:508 508 507
D:508 508 510
D:508 504 508
D:508 502 510
D:508 502 505
D:508 507 504
D:508 508 508
D:508 505 507
D:506 505 505
D:505 504 500
D:505 504 502
D:508 504 500
D:508 504 504
D:508 504 502
D:505 504 499
D:504 508 504
D:507 506 506
D:508 504 505
D:508 505 505
D:506 506 504
D:505 504 500
D:505 499 501
D:505 504 502
D:505 504 504
D:505 504 508
D:506 504 508
D:508 504 502
D:508 502 504
D:505 505 504
D:508 510 506
D:507 505 505
D:508 500 510
D:508 504 504
D:507 504 504
D:506 504 504
D:505 502 505
D:505 504 504
D:505 505 505
D:506 507 502
D:508 508 504
D:510 505 507
D:511 505 510
D:510 510 515
D:510 499 511
D:511 504 505
D:508 499 504
D:511 502 504
D:511 504 505
D:510 504 506
D:508 505 504
D:505 504 505
D:504 508 508
D:508 505 508
D:508 504 510
D:508 504 510
D:511 505 505
D:510 505 502
D:510 507 508
D:504 505 505
D:505 508 498
D:508 504 492
D:504 505 493
D:504 507 499
D:501 504 504
D:504 508 504
D:505 510 516
D:508 506 511
D:508 508 496
D:508 506 498
D:505 504 504
D:508 504 508
I:a b c
D:506 500 497
D:505 498 504
D:504 499 504
D:499 505 497
D:504 508 485
D:500 508 496
D:505 504 507
D:511 504 512
D:511 504 521
D:508 504 504
D:513 505 499
D:508 505 496
D:500 512 508
D:496 515 499
D:499 497 499
D:508 499 499
D:508 515 511
D:505 512 497
D:508 512 508
D:504 504 511
D:506 510 536
D:498 521 527
D:518 508 558
D:510 514 510
D:502 504 487
D:515 500 511
D:505 513 519
D:502 494 537
D:499 510 547
D:515 488 521
D:521 486 444
D:512 492 451
D:502 496 534
D:496 513 612
D:487 558 526
D:498 534 500
D:511 508 408
D:527 492 467
D:488 515 531
D:483 547 615
D:502 504 473
D:480 481 469
D:496 485 420
D:522 496 414
D:483 526 483
D:527 497 536
D:528 519 574
D:504 550 681
D:480 472 543
D:527 473 371
D:497 492 428
D:442 505 486
D:430 520 527
D:463 496 628
D:449 510 468
D:537 496 444
D:569 526 456
D:462 542 606
D:523 508 497
D:569 483 481
D:509 484 566
D:472 576 515
D:430 568 496
D:468 457 496
D:505 502 516
D:510 492 487
D:546 478 547
D:568 492 547
D:566 543 505
D:518 526 444
D:467 551 540
D:376 572 504
D:497 499 480
D:536 560 467
D:476 456 510
D:519 472 582
D:350 549 588
D:533 534 551
D:575 544 454
D:460 467 563
D:526 451 284
D:547 513 398
D:355 540 560
D:547 543 568
D:534 521 504
D:433 558 568
D:632 486 480
D:579 570 537
D:470 635 385
D:572 491 492
D:543 482 575
D:494 428 455
D:526 463 496
D:432 515 615
D:520 560 448
D:606 483 348
D:486 417 467
D:341 432 512
D:575 557 626
D:561 553 446
I:a b c
D:614 446 480
D:560 458 380
D:428 492 478
D:358 496 527
D:576 516 568
D:560 527 624
D:504 536 537
D:451 558 487
D:480 534 582
D:580 515 484
D:519 510 304
D:544 611 526
D:476 519 538
D:547 496 505
D:590 441 513
D:563 444 465
D:553 476 476
D:419 531 512
D:468 529 544
D:519 492 519
D:472 518 577
D:440 543 518
D:553 480 418
D:556 480 448
D:577 481 467
D:521 486 476
D:500 504 505
D:518 517 534
D:540 553 470
D:543 527 481
D:523 480 547
D:500 499 557
D:508 487 476
D:521 477 529
D:513 504 467
D:511 487 470
D:511 492 486
D:496 502 488
D:496 499 499
D:513 498 527
D:512 508 513
D:497 492 484
D:508 496 483
D:508 502 496
D:521 502 506
D:492 496 492
D:524 492 511
D:521 497 510
D:524 496 505
D:534 494 511
D:521 496 504
D:524 501 508
D:515 502 505
D:521 504 504
D:521 504 505
D:520 502 515
D:519 505 505
D:518 500 504
D:515 510 507
D:523 496 506
D:519 496 510
D:519 494 510
D:520 499 515
D:526 504 513
D:519 498 501
D:517 498 505
D:516 504 504
D:518 505 504
D:518 504 502
D:524 504 505
D:523 508 501
D:521 499 508
D:516 507 510
D:519 504 505
D:517 502 497
D:516 501 500
D:515 504 497
D:512 504 502
D:512 500 504
D:512 496 497
D:518 504 499
D:513 508 498
D:516 514 499
D:515 502 496
D:515 504 502
D:512 502 504
D:513 505 505
D:513 510 500
D:511 499 499
D:512 504 502
D:513 511 504
D:510 508 496
D:511 494 504
D:510 492 504
D:510 496 505
D:513 498 504
D:514 508 510
D:511 527 504
D:509 531 505
D:511 502 504
I:a b c
D:511 488 510
D:511 486 504
D:513 511 502
D:513 504 502
D:515 472 496
D:514 480 497
D:513 483 499
D:512 496 504
D:512 515 502
D:513 532 508
D:513 546 508
D:511 520 504
D:510 480 504
D:512 481 505
D:511 485 508
D:510 476 497
D:511 486 497
D:511 499 504
D:511 505 505
D:512 506 504
D:510 505 502
D:510 508 502
D:505 511 500
D:508 513 497
D:508 510 497
D:508 508 496
D:508 510 499
D:508 511 505
D:508 510 504
D:510 508 499
D:510 512 504
D:508 511 499
D:504 508 504
D:508 505 504
D:510 510 502
D:510 504 499
D:510 504 504
D:510 501 504
D:510 502 499
D:509 504 504
D:505 504 505
D:508 507 505
D:511 508 505
D:511 510 502
D:508 505 504
D:508 504 504
D:512 504 508
D:512 504 510
D:512 504 508
D:512 505 505
D:511 511 510
D:511 506 505
D:511 504 504
D:512 505 500
D:508 505 504
D:510 506 508
D:510 504 504
D:510 504 504
D:508 504 502
D:511 504 505
D:510 508 504
D:508 508 504
D:507 505 502
D:508 510 504
D:508 508 508
D:508 508 505
D:508 502 504
D:508 504 502
D:505 505 500
D:505 507 502
D:505 504 504
D:508 504 504
D:508 504 502
D:508 504 504
D:507 504 505
D:506 502 504
D:508 502 504
D:508 507 504
D:505 505 505
D:505 504 504
D:508 504 504
D:508 505 505
D:510 507 508
D:507 508 506
D:508 508 508
D:507 504 508
D:508 510 509
D:508 508 510
D:510 504 510
D:512 499 508
D:511 499 504
D:510 501 508
D:510 504 512
D:510 508 508
D:510 504 508
D:510 502 508
D:508 505 510
D:510 506 504
D:508 504 507
D:508 504 507
I:a b c
D:508 504 508
D:505 505 508
D:508 505 508
D:508 506 505
D:508 508 505
D:504 508 504
D:508 504 505
D:508 501 504
D:507 500 499
D:505 502 502
D:506 505 504
D:508 504 505
D:506 508 504
D:505 504 502
D:506 504 505
D:508 504 504
D:507 504 504
D:508 502 504
D:505 504 504
D:508 507 504
D:508 507 504
D:508 504 504
D:508 505 505
D:506 505 505
D:506 505 504
D:508 504 505
D:508 501 504
D:506 504 504
D:507 508 505
D:508 505 505
D:508 504 504
D:509 504 508
D:509 504 508
D:511 508 510
D:512 502 505
D:510 499 508
D:508 502 508
D:508 500 508
D:507 505 508
D:508 504 508
D:508 504 508
D:508 504 508
D:508 504 505
D:508 505 504
D:508 506 505
D:508 504 504
D:508 508 504
D:508 506 504
D:508 504 504
D:505 504 502
D:504 500 504
D:505 502 502
D:505 504 504
D:505 511 502
D:505 508 502
D:504 505 500
D:505 504 499
D:504 505 504
D:507 504 501
D:505 508 504
D:506 504 504
D:508 502 504
D:508 502 506
D:505 501 499
D:505 502 497
D:507 504 502
D:504 508 505
D:505 512 505
D:506 504 504
D:506 497 504
D:507 504 505
D:505 504 504
D:508 508 496
D:508 502 504
D:510 502 512
D:511 508 505
D:510 499 504
D:511 496 504
D:511 497 505
D:510 501 515
D:508 504 518
D:510 508 515
D:509 504 510
D:510 504 493
D:510 504 496
D:508 505 504
D:507 504 504
D:506 501 497
D:504 499 504
D:505 504 510
D:508 505 508
D:508 504 515
D:506 504 505
D:505 504 505
D:504 506 499
D:504 504 492
D:505 502 504
D:510 499 512
D:508 496 515
D:506 501 502
I:a b c
D:504 504 491
D:508 508 492
D:508 511 494
D:505 515 496
D:504 509 502
D:511 508 511
D:504 508 512
D:497 508 501
D:500 508 498
D:508 513 494
D:508 500 486
D:512 496 504
D:511 508 560
D:508 525 529
D:512 505 502
D:499 504 511
D:496 512 600
D:480 520 519
D:513 492 488
D:517 511 496
D:504 491 465
D:506 497 441
D:507 490 497
D:502 524 579
D:517 529 568
D:532 489 536
D:508 501 496
D:518 524 529
D:531 497 423
D:497 502 437
D:524 556 499
D:472 540 508
D:463 504 496
D:497 499 515
D:481 507 510
D:494 523 478
D:515 529 469
D:512 492 573
D:517 487 564
D:462 487 604
D:506 460 441
D:505 483 455
D:561 527 510
D:531 472 492
D:473 492 545
D:488 491 594
D:544 481 415
D:521 514 435
D:436 508 492
D:440 502 480
D:464 504 496
D:449 537 494
D:518 556 524
D:530 524 564
D:480 499 488
D:491 476 544
D:465 496 460
D:542 517 498
D:489 519 465
D:461 504 492
D:582 556 513
D:598 518 624
D:463 505 467
D:387 496 529
D:496 506 394
D:540 527 417
D:569 540 556
D:553 492 492
D:492 496 510
D:518 499 568
D:526 504 488
D:549 487 544
D:464 504 428
D:473 536 440
D:440 527 463
D:398 480 541
D:496 494 560
D:508 494 569
D:603 514 472
D:591 486 467
D:472 560 423
D:463 606 580
D:504 494 697
D:555 523 432
D:472 550 504
D:519 514 473
D:563 472 499
D:519 444 521
D:468 524 591
D:451 519 449
D:467 540 486
D:521 472 457
D:555 451 488
D:576 464 456
D:518 470 508
D:441 508 515
D:452 519 453
D:492 492 435
D:508 492 499
D:531 496 476
I:a b c
D:560 507 560
D:560 515 657
D:550 560 454
D:528 499 409
D:514 483 452
D:508 488 494
D:505 490 476
D:504 502 494
D:505 504 504
D:508 506 515
D:510 499 521
D:515 500 520
D:515 499 518
D:512 504 510
D:511 499 508
D:512 500 515
D:518 504 526
D:511 497 514
D:518 498 508
D:511 500 508
D:512 497 499
D:511 496 488
D:513 499 502
D:518 499 511
D:526 498 506
D:527 499 504
D:526 502 499
D:510 501 496
D:508 508 512
D:512 504 508
D:512 504 504
D:515 496 502
D:513 497 499
D:510 496 496
D:509 496 499
D:510 496 499
D:508 499 504
D:510 499 499
D:508 504 502
D:508 500 504
D:508 500 502
D:508 512 504
D:508 508 500
D:508 507 499
D:510 502 497
D:510 507 500
D:504 511 497
D:508 494 499
D:509 480 499
D:510 489 496
D:508 499 504
D:508 504 502
D:508 508 504
D:510 508 504
D:512 509 497
D:513 497 504
D:515 502 506
D:516 499 504
D:511 499 500
D:511 504 504
D:509 504 504
D:510 507 499
D:512 508 499
D:513 508 504
D:512 502 499
D:508 504 499
D:510 504 502
D:511 508 505
D:511 504 504
D:510 504 504
D:510 505 504
D:511 511 500
D:508 508 502
D:508 505 502
D:508 504 504
D:508 497 499
D:508 496 494
D:510 497 492
D:511 502 496
D:508 508 498
D:508 508 496
D:510 502 504
D:508 504 499
D:510 502 500
D:511 504 505
D:513 504 507
D:513 502 500
D:508 504 504
D:505 504 504
D:506 504 504
D:508 505 504
D:508 499 500
D:508 505 504
D:508 511 504
D:508 502 502
D:508 498 500
D:508 499 502
D:510 500 504
D:510 506 506
D:511 504 508
I:a b c
D:511 500 505
D:510 496 508
D:508 499 505
D:511 504 504
D:512 500 505
D:512 502 504
D:510 504 504
D:510 505 510
D:511 504 504
D:508 504 502
D:505 505 506
D:508 511 509
D:510 507 508
D:508 505 504
D:508 504 502
D:510 504 504
D:510 505 500
D:508 504 502
D:508 504 504
D:506 500 496
D:505 496 504
D:505 502 509
D:508 502 500
D:508 502 502
D:508 504 500
D:504 504 499
D:504 504 500
D:506 502 505
D:508 502 499
D:508 499 505
D:508 504 505
D:508 502 504
D:508 504 505
D:508 504 504
D:508 504 504
D:508 504 505
D:508 504 504
D:508 502 504
D:508 504 508
D:508 506 504
D:507 504 504
D:508 504 504
D:508 502 504
D:508 502 504
D:508 504 508
D:510 499 508
D:511 499 508
D:511 499 511
D:511 504 508
D:510 505 508
D:510 504 504
D:510 499 504
D:508 504 505
D:508 505 507
D:508 506 505
D:508 502 504
D:510 501 504
D:508 504 504
D:508 508 505
D:510 508 508
D:510 508 510
D:511 510 508
D:508 504 504
D:508 505 504
D:508 506 504
D:511 505 504
D:508 511 504
D:508 509 502
D:507 508 502
D:508 508 505
D:508 508 504
D:508 504 504
D:508 505 504
D:511 504 508
D:508 506 504
D:506 508 508
D:513 505 505
D:511 508 508
D:510 505 508
D:512 510 508
D:511 513 508
D:511 508 508
D:510 512 510
D:510 504 509
D:508 502 505
D:510 504 506
D:505 505 504
D:507 508 504
D:508 505 508
D:511 504 508
D:510 502 511
D:508 508 511
D:508 508 511
D:510 506 510
D:510 502 508
D:508 508 508
D:508 504 507
D:510 502 504
D:509 504 504
D:508 500 504
I:a b c
D:508 507 508
D:508 505 512
D:508 504 508
D:508 505 502
D:505 510 504
D:504 515 504
D:508 508 505
D:508 499 498
D:505 504 499
D:504 512 504
D:502 499 508
D:508 497 513
D:510 497 504
D:508 501 496
D:508 504 496
D:508 504 498
D:505 504 500
D:507 506 502
D:508 505 502
D:507 510 508
D:508 508 507
D:507 505 508
D:504 502 511
D:504 505 511
D:504 504 504
D:508 504 508
D:508 502 511
D:508 508 512
D:508 504 508
D:504 504 508
D:508 501 515
D:504 505 524
D:505 504 524
D:512 504 491
D:508 504 496
D:509 504 501
D:514 499 510
D:504 504 508
D:502 504 494
D:504 513 508
D:508 521 524
D:510 511 524
D:511 504 515
D:508 515 504
D:515 508 496
D:504 510 492
D:513 504 534
D:494 515 553
D:511 507 504
D:505 504 524
D:489 515 556
D:488 508 499
D:504 518 472
D:504 504 604
D:512 508 560
D:515 505 463
D:520 494 376
D:521 485 481
D:523 489 484
D:508 513 483
D:491 504 438
D:476 509 472
D:455 515 513
D:483 511 519
D:517 519 579
D:508 519 513
D:524 492 481
D:504 489 517
D:483 472 482
D:531 483 408
D:501 480 512
D:455 480 542
D:519 504 569
D:496 522 547
D:480 565 574
D:526 553 668
D:538 496 517
D:556 476 483
D:468 472 432
D:398 511 376
D:478 480 448
D:472 524 531
D:435 537 579
D:536 496 532
D:581 499 452
D:554 472 446
D:579 491 551
D:529 547 531
D:499 530 536
D:488 494 494
D:467 480 423
D:440 492 425
D:444 513 527
D:508 536 540
D:568 560 527
D:562 484 494
D:519 483 451
D:504 524 534
D:436 526 504
D:519 487 496
I:a b c
D:547 480 442
D:481 548 636
D:455 560 588
D:572 486 417
D:545 457 432
D:492 529 462
D:419 527 492
D:357 510 483
D:482 467 499
D:604 476 646
D:529 548 566
D:560 531 409
D:562 492 427
D:550 463 451
D:515 515 483
D:404 561 547
D:428 480 542
D:572 483 486
D:568 481 547
D:467 556 641
D:430 564 494
D:541 473 452
D:595 460 441
D:553 474 444
D:527 496 496
D:470 497 508
D:433 505 492
D:521 499 526
D:524 524 654
D:502 532 463
D:547 519 438
D:482 575 499
D:450 481 553
D:527 463 451
D:554 478 468
D:509 518 465
D:463 504 440
D:536 497 508
D:576 487 547
D:540 522 581
D:527 505 647
D:513 497 452
D:511 486 403
D:486 504 463
D:441 527 568
D:497 499 537
D:527 492 428
D:531 491 448
D:527 496 463
D:511 496 483
D:508 500 496
D:496 499 508
D:508 499 512
D:504 504 517
D:498 516 515
D:523 518 529
D:521 523 533
D:526 504 499
D:519 496 502
D:513 493 483
D:510 494 484
D:508 493 492
D:502 498 504
D:515 500 505
D:519 504 510
D:512 505 505
D:505 504 494
D:527 504 515
D:518 504 508
D:508 504 508
D:511 504 505
D:511 502 501
D:512 501 499
D:513 498 506
D:516 497 498
D:518 500 507
D:513 504 518
D:519 508 506
D:519 505 504
D:519 506 496
D:515 499 504
D:511 500 499
D:512 504 496
D:513 504 496
D:512 504 496
D:515 510 498
D:512 496 496
D:511 497 496
D:510 505 497
D:510 510 496
D:511 508 497
D:512 499 498
D:512 499 502
D:512 502 489
D:510 500 505
D:505 500 505
D:508 508 502
D:510 513 496
D:508 502 496
D:508 504 502
I:a b c
D:512 505 499
D:508 499 500
D:510 502 504
D:508 505 499
D:508 504 501
D:508 505 504
D:508 504 504
D:508 502 499
D:507 508 496
D:508 511 511
D:508 507 508
D:511 500 505
D:511 502 504
D:511 505 508
D:510 504 505
D:511 500 504
D:510 499 508
D:513 510 508
D:506 506 499
D:507 508 504
D:510 504 504
D:511 506 508
D:510 505 504
D:512 508 510
D:512 508 510
D:512 515 510
D:515 515 510
D:515 505 505
D:511 505 505
D:512 508 504
D:508 507 498
D:508 504 499
D:508 508 500
D:506 509 496
D:507 506 504
D:507 505 502
D:510 508 504
D:511 504 505
D:511 504 504
D:508 504 502
D:510 508 504
D:511 511 506
D:512 508 504
D:512 505 502
D:510 513 508
D:508 524 507
D:510 510 504
D:511 504 502
D:512 498 499
D:510 498 502
D:507 502 504
D:510 504 508
D:510 502 506
D:508 502 500
