529 480
D:508 388 504
D:521 480 467
D:504 615 480
D:463 569 529
D:481 487 512
D:508 489 492
D:524 550 467
D:468 545 504
D:456 481 538
D:491 465 523
D:526 468 491
D:519 398 466
D:458 473 507
D:455 368 518
D:510 487 516
D:552 617 476
D:513 542 480
D:455 390 520
D:480 428 517
D:505 563 508
D:526 624 472
I:a b c
D:463 572 529
D:463 512 521
D:511 492 511
D:525 472 472
D:504 502 480
D:487 446 519
D:481 483 510
D:504 504 499
D:519 543 478
D:478 463 514
D:448 568 524
D:499 511 472
D:521 467 476
D:518 647 463
D:443 579 524
D:451 276 527
D:498 582 505
D:532 584 472
D:491 595 480
D:448 526 532
D:476 388 505
D:515 508 494
D:531 577 476
D:476 588 515
D:462 526 543
D:500 519 512
D:527 502 484
D:520 553 478
D:463 545 526
D:468 494 519
D:510 489 504
D:532 508 470
D:500 553 487
D:451 518 531
D:480 483 520
D:519 468 494
D:527 508 468
D:480 560 511
D:460 476 515
D:504 531 491
D:524 547 460
D:513 600 463
D:459 543 524
D:467 486 521
D:512 504 496
D:536 538 467
D:508 563 485
D:457 524 531
D:486 496 515
D:519 500 492
D:529 566 472
D:478 580 510
D:457 519 528
D:502 504 498
D:516 505 470
D:508 536 467
D:455 543 526
D:465 499 521
D:507 497 496
D:528 516 463
D:497 556 492
D:455 519 536
D:486 492 521
D:519 488 492
D:528 520 468
D:480 539 509
D:461 487 526
D:498 468 504
D:526 486 480
D:516 534 472
D:462 544 524
D:472 499 515
D:511 496 493
D:531 508 462
D:494 537 483
D:454 510 528
D:483 480 513
D:519 483 489
D:527 514 469
D:478 534 518
D:460 487 536
D:497 480 510
D:526 483 481
D:515 531 481
D:461 520 534
D:473 480 528
D:511 476 502
D:531 492 472
D:496 535 494
D:457 499 534
D:492 476 515
D:524 480 492
D:529 514 467
D:478 534 515
D:463 492 529
D:499 481 504
D:526 487 473
D:517 527 475
D:463 521 524
D:472 483 515
I:a b c
D:515 486 481
D:526 520 463
D:476 540 510
D:456 496 526
D:496 483 507
D:524 490 478
D:512 531 478
D:460 519 527
D:472 482 520
D:508 478 496
D:527 499 467
D:491 537 496
D:451 504 534
D:482 481 514
D:515 480 487
D:524 508 468
D:472 536 518
D:457 492 531
D:496 483 505
D:527 488 478
D:515 531 480
D:460 518 530
D:472 483 524
D:511 480 497
D:532 499 472
D:498 539 496
D:455 504 534
D:486 477 512
D:520 487 492
D:529 515 462
D:476 531 511
D:460 497 531
D:499 486 504
D:527 492 476
D:515 529 476
D:460 519 526
D:470 482 518
D:510 482 492
D:529 504 462
D:494 539 487
D:454 504 526
D:487 481 505
D:519 483 480
D:527 520 463
D:476 538 508
D:456 494 524
D:496 483 504
D:522 489 473
D:511 530 475
D:456 521 524
D:468 486 518
D:508 483 496
D:527 505 466
D:491 542 496
D:450 504 531
D:482 483 510
D:516 488 486
D:526 520 470
D:473 536 515
D:457 492 527
D:496 480 504
D:524 492 476
D:512 529 478
D:457 519 531
D:472 487 526
D:511 484 502
D:534 499 472
D:497 536 500
D:460 499 538
D:492 483 515
D:524 487 492
D:531 522 472
D:476 534 520
D:462 494 532
D:499 483 504
D:527 494 476
D:514 532 480
D:460 519 527
D:472 482 517
D:508 480 492
D:527 504 467
D:492 537 496
D:451 504 526
D:483 483 508
D:517 486 486
D:526 520 465
D:473 532 511
D:460 492 522
D:497 484 497
D:521 490 467
D:508 537 476
D:455 519 524
D:466 480 516
D:505 480 491
D:526 498 463
D:492 543 497
D:451 508 531
D:483 464 510
D:515 486 481
D:520 540 467
I:a b c
D:458 520 529
D:470 480 518
D:508 492 500
D:527 498 472
D:491 544 502
D:455 543 536
D:487 497 511
D:520 499 487
D:523 513 484
D:476 537 531
D:462 505 539
D:497 463 508
D:526 487 480
D:508 531 480
D:456 504 526
D:480 463 519
D:504 444 496
D:539 443 468
D:510 562 508
D:444 552 536
D:473 423 511
D:511 391 488
D:518 463 476
D:465 523 521
D:457 540 536
D:505 549 504
D:527 524 476
D:510 568 483
D:461 513 537
D:465 451 529
D:504 527 490
D:518 492 462
D:497 511 508
D:467 490 537
D:497 532 508
D:526 480 472
D:526 601 463
D:470 556 513
D:463 468 527
D:518 484 499
D:536 484 481
D:499 515 484
D:452 458 531
D:476 413 515
D:508 534 496
D:528 582 476
D:488 585 498
D:451 519 524
D:487 496 511
D:519 502 480
D:522 529 455
D:473 540 511
D:460 483 534
D:508 476 505
D:537 459 472
D:520 422 476
D:461 465 531
D:485 572 522
D:522 547 494
D:532 545 456
D:492 572 496
D:457 508 531
D:496 484 504
D:524 480 486
D:527 518 473
D:475 540 524
D:463 501 531
D:502 504 499
D:526 478 464
D:513 525 467
D:461 532 524
D:474 500 513
D:508 531 488
D:527 534 456
D:487 568 496
D:452 518 527
D:484 489 502
D:518 484 480
D:520 511 457
D:464 521 504
D:460 524 523
D:502 488 500
D:528 521 468
D:511 561 480
D:457 531 531
D:474 492 519
D:508 480 496
D:528 519 467
D:486 549 496
D:451 500 534
D:487 483 512
D:519 497 487
D:521 536 467
D:468 540 516
D:463 496 531
D:504 483 508
D:527 487 472
D:507 536 480
D:455 515 527
D:476 475 515
I:a b c
D:519 487 484
D:519 519 476
D:467 529 524
D:462 483 527
D:504 486 499
D:527 489 472
D:510 542 480
D:459 527 531
D:480 489 519
D:515 484 496
D:532 508 467
D:488 537 499
D:452 504 531
D:489 480 511
D:521 483 487
D:524 524 470
D:472 527 517
D:463 492 527
D:502 483 504
D:526 492 473
D:508 537 480
D:455 518 527
D:473 482 512
D:511 481 489
D:524 505 460
D:487 537 492
D:456 496 526
D:492 484 505
D:520 488 481
D:523 521 466
D:467 536 515
D:459 492 527
D:499 481 502
D:524 490 472
D:505 533 480
D:452 515 528
D:472 486 519
D:510 483 494
D:527 505 465
D:488 537 500
D:456 492 531
D:491 480 511
D:522 486 486
D:524 521 472
D:472 531 521
D:465 483 531
D:505 477 512
D:533 492 480
D:513 536 487
D:460 518 536
D:480 484 526
D:515 486 502
D:531 508 470
D:488 536 504
D:456 496 536
D:492 480 514
D:524 480 484
D:524 520 472
D:472 536 524
D:467 492 529
D:506 483 502
D:531 492 472
D:509 532 481
D:456 508 527
D:476 478 512
D:513 487 492
D:531 512 465
D:489 540 496
D:454 500 527
D:490 483 504
D:521 481 478
D:520 524 465
D:466 531 515
D:460 491 524
D:500 480 499
D:524 492 467
D:504 536 486
D:454 511 531
D:473 483 518
D:511 485 492
D:526 507 464
D:482 537 500
D:453 497 529
D:487 480 510
D:516 487 484
D:519 527 472
D:464 528 520
D:462 488 526
D:499 476 500
D:526 496 472
D:504 537 483
D:455 513 529
D:476 480 520
D:513 483 499
D:528 508 472
D:488 536 508
D:460 496 537
D:496 476 510
D:524 480 486
D:524 519 472
I:a b c
D:457 508 536
D:477 481 515
D:513 481 496
D:529 511 468
D:487 542 504
D:455 499 528
D:492 480 508
D:524 488 483
D:526 524 467
D:470 531 518
D:466 490 526
D:504 483 497
D:524 492 467
D:504 537 476
D:452 519 526
D:473 481 510
D:511 487 487
D:527 511 462
D:485 534 497
D:454 502 527
D:487 483 506
D:519 483 481
D:520 526 470
D:467 534 518
D:462 489 526
D:501 486 497
D:524 492 471
D:504 524 480
D:454 524 529
D:476 481 517
D:512 476 496
D:529 520 467
D:492 542 496
D:457 499 527
D:487 501 511
D:518 472 492
D:521 504 478
D:467 521 529
D:463 472 531
D:504 508 513
D:536 449 484
D:511 568 492
D:460 568 540
D:480 508 524
D:515 460 492
D:536 483 461
D:488 502 496
D:449 448 531
D:488 550 516
D:523 531 487
D:523 545 470
D:467 523 518
D:468 452 531
D:496 435 499
D:519 445 476
D:507 531 483
D:460 569 527
D:498 499 507
D:511 487 488
D:529 512 463
D:492 401 496
D:444 569 531
D:480 499 511
D:501 519 483
D:520 563 457
D:480 470 504
D:483 465 526
D:505 492 507
D:521 504 489
D:504 540 492
D:448 579 524
D:472 527 513
D:508 448 483
D:536 382 465
D:487 578 516
D:463 556 534
D:488 508 515
D:526 487 494
D:527 537 487
D:464 561 537
D:465 476 526
D:508 483 499
D:526 448 460
D:504 485 476
D:457 589 524
D:480 534 515
D:505 508 511
D:543 489 473
D:492 604 496
D:444 526 524
D:487 472 512
D:516 505 480
D:516 564 469
D:462 536 520
D:462 496 523
D:502 456 496
D:518 538 462
D:505 536 480
D:462 568 528
D:483 524 508
I:a b c
D:524 520 473
D:519 563 456
D:465 569 510
D:460 518 527
D:504 483 499
D:526 492 464
D:500 560 483
D:452 531 532
D:474 508 517
D:511 508 484
D:527 529 457
D:481 550 494
D:455 483 521
D:483 467 504
D:518 515 475
D:519 547 470
D:464 560 520
D:463 504 527
D:504 492 502
D:528 504 472
D:500 536 486
D:452 512 530
D:478 488 520
D:515 488 496
D:532 514 472
D:490 542 508
D:460 496 536
D:497 478 512
D:527 481 484
D:526 526 472
D:468 524 524
D:468 480 526
D:508 477 496
D:531 492 468
D:504 547 481
D:455 511 528
D:480 484 516
D:512 480 492
D:527 504 465
D:481 534 504
D:454 483 531
D:489 472 504
D:520 480 481
D:519 523 473
D:465 524 524
D:467 476 526
D:506 473 500
D:531 487 470
D:505 529 484
D:457 504 531
D:480 473 515
D:515 478 492
D:529 508 467
D:483 531 504
D:457 488 528
D:492 472 505
D:523 473 478
D:521 519 467
D:466 526 520
D:467 481 521
D:507 478 499
D:530 492 467
D:504 536 480
D:454 511 527
D:478 480 513
D:512 486 492
D:526 511 463
D:481 536 510
D:457 496 538
D:494 476 516
D:524 484 488
D:520 527 480
D:467 529 528
D:470 486 528
D:508 476 500
D:532 492 472
D:505 536 487
D:456 504 531
D:483 487 518
D:517 489 494
D:531 511 463
D:484 541 505
D:457 498 532
D:496 480 510
D:526 486 483
D:523 526 473
D:464 529 519
D:462 488 521
D:499 480 497
D:524 492 467
D:499 536 481
D:451 513 529
D:478 481 515
D:512 480 490
D:528 504 463
D:483 532 502
D:455 489 531
D:492 476 510
D:521 483 480
D:519 526 470
I:a b c
D:453 510 528
D:476 473 515
D:510 482 492
D:524 504 463
D:478 540 504
D:451 494 528
D:488 480 505
D:519 484 480
D:518 527 473
D:464 525 527
D:467 486 531
D:507 483 505
D:528 494 473
D:502 532 488
D:454 508 536
D:480 476 520
D:515 480 496
D:527 505 466
D:483 536 508
D:456 497 531
D:496 480 505
D:524 486 480
D:523 527 473
D:467 524 524
D:470 483 524
D:508 481 499
D:531 492 467
D:504 536 486
D:456 510 527
D:480 483 511
D:516 486 489
D:529 512 463
D:480 538 502
D:455 494 522
D:492 483 504
D:524 488 473
D:519 529 469
D:463 526 519
D:465 480 518
D:504 483 496
D:527 499 467
D:499 540 484
D:454 512 527
D:478 481 511
D:513 483 487
D:525 510 463
D:480 536 504
D:454 497 527
D:492 483 504
D:520 480 475
D:518 526 470
D:463 527 524
D:467 487 521
D:505 483 496
D:529 492 472
D:504 534 491
D:458 505 536
D:484 481 519
D:519 486 492
D:529 510 470
D:484 532 508
D:460 492 530
D:498 485 508
D:524 487 480
D:519 526 474
D:463 527 524
D:468 483 524
D:508 481 497
D:533 499 470
D:504 538 491
D:457 508 532
D:483 483 514
D:517 487 487
D:526 519 460
D:478 538 505
D:460 496 527
D:496 476 501
D:527 487 476
D:521 536 470
D:464 540 515
D:470 472 513
D:516 467 494
D:532 499 464
D:497 528 487
D:454 515 531
D:481 472 518
D:515 481 492
D:526 487 465
D:488 521 518
D:456 515 536
D:487 527 510
D:516 512 481
D:511 566 478
D:460 531 532
D:463 473 528
D:504 470 500
D:527 476 467
D:496 467 489
D:454 534 531
D:480 504 512
I:a b c
D:526 508 487
D:518 463 478
D:463 440 522
D:473 508 534
D:512 550 504
D:534 496 480
D:504 529 487
D:454 392 536
D:487 518 524
D:516 513 486
D:539 293 456
D:472 547 518
D:450 560 538
D:497 499 505
D:525 521 477
D:538 580 463
D:449 585 527
D:472 472 528
D:501 339 498
D:534 558 476
D:499 604 510
D:454 568 540
D:483 536 518
D:513 438 488
D:520 466 459
D:472 525 492
D:455 500 549
D:496 386 527
D:527 467 478
D:518 611 467
D:460 583 510
D:473 524 512
D:505 531 492
D:526 492 467
D:492 448 481
D:446 540 531
D:480 508 518
D:515 494 494
D:520 537 467
D:472 536 510
D:456 505 515
D:497 496 494
D:524 438 472
D:510 527 467
D:457 518 529
D:472 483 527
D:507 526 496
D:539 560 461
D:508 600 499
D:463 543 534
D:490 496 515
D:521 499 492
D:531 536 467
D:480 540 512
D:459 522 524
D:496 491 499
D:526 499 472
D:511 553 476
D:455 560 527
D:463 497 518
D:504 502 496
D:526 524 460
D:489 556 487
D:449 511 529
D:480 501 508
D:515 508 488
D:524 536 454
D:473 540 499
D:460 504 527
D:499 496 500
D:526 499 470
D:512 555 474
D:460 527 526
D:472 487 519
D:510 480 494
D:529 510 463
D:496 545 496
D:454 513 536
D:483 487 516
D:518 481 488
D:524 513 466
D:476 540 512
D:460 488 524
D:499 468 499
D:527 482 476
D:518 536 478
D:465 527 531
D:476 484 524
D:516 478 501
D:536 492 472
D:502 536 501
D:462 499 537
D:492 473 515
D:524 476 489
D:531 511 468
D:478 531 515
D:462 487 529
D:500 476 504
D:527 487 478
D:514 534 480
I:a b c
D:455 504 533
D:487 478 512
D:520 480 487
D:526 513 465
D:473 530 511
D:459 491 531
D:496 483 504
D:523 492 472
D:511 534 473
D:455 524 527
D:470 486 521
D:505 484 496
D:526 505 464
D:490 543 494
D:451 500 529
D:483 486 513
D:519 487 487
D:527 522 467
D:476 540 515
D:463 493 528
D:500 480 504
D:527 488 475
D:512 531 476
D:457 518 528
D:468 483 521
D:506 480 496
D:527 504 472
D:492 534 496
D:452 504 533
D:483 486 514
D:515 487 489
D:522 519 465
D:472 536 515
D:460 491 529
D:498 483 507
D:526 483 480
D:514 524 480
D:459 517 531
D:472 484 526
D:511 484 499
D:531 501 469
D:496 536 496
D:454 500 534
D:489 481 515
D:521 487 489
D:527 513 469
D:475 530 516
D:460 486 527
D:499 480 504
D:526 487 476
D:512 531 476
D:458 518 527
D:470 478 519
D:508 483 496
D:527 505 462
D:488 540 488
D:451 504 533
D:484 483 508
D:518 486 484
D:524 520 462
D:470 531 508
D:458 486 527
D:496 483 502
D:524 489 472
D:511 531 474
D:457 519 524
D:472 480 518
D:510 483 493
D:529 505 467
D:494 543 496
D:455 504 531
D:487 481 511
D:519 483 483
D:526 515 467
D:476 531 513
D:463 488 529
D:499 483 504
D:527 494 476
D:512 528 478
D:457 520 529
D:472 487 521
D:508 487 497
D:529 499 472
D:494 536 504
D:454 501 537
D:488 480 513
D:521 490 492
D:527 521 472
D:473 527 517
D:463 492 527
D:504 480 502
D:527 487 476
D:512 526 478
D:457 521 527
D:476 483 520
D:511 487 496
D:527 504 464
D:490 542 494
D:456 508 529
D:489 480 508
I:a b c
D:524 494 472
D:508 524 472
D:452 456 524
D:470 428 515
D:515 534 492
D:536 536 473
D:484 604 504
D:449 560 536
D:487 508 520
D:518 518 488
D:521 536 476
D:467 531 519
D:457 487 527
D:497 451 504
D:524 399 473
D:508 513 480
D:456 518 520
D:472 464 512
D:511 511 488
D:532 502 460
D:489 499 492
D:455 528 527
D:492 467 523
D:520 480 480
D:526 540 472
D:473 569 518
D:460 472 524
D:487 425 504
D:528 485 472
D:515 463 486
D:454 551 536
D:476 536 520
D:520 448 505
D:516 502 473
D:486 454 499
D:457 530 554
D:492 440 512
D:512 478 465
D:526 536 449
D:480 446 526
D:472 319 547
D:516 384 496
D:510 497 465
D:507 515 494
D:462 652 502
D:483 544 500
D:510 620 491
D:526 524 472
D:483 550 504
D:452 561 551
D:486 496 516
D:508 540 480
D:519 558 448
D:476 540 516
D:500 505 533
D:508 496 508
D:512 418 461
D:509 488 461
D:455 532 531
D:470 425 532
D:504 504 500
D:527 547 470
D:483 608 504
D:455 547 536
D:490 526 520
D:526 512 483
D:531 544 470
D:472 524 519
D:460 435 524
D:502 492 496
D:530 547 473
D:510 551 470
D:454 480 516
D:480 518 508
D:513 527 490
D:536 510 463
D:486 548 500
D:461 565 537
D:496 540 521
D:524 492 487
D:527 552 475
D:480 537 524
D:463 496 524
D:505 520 496
D:534 499 463
D:507 572 483
D:451 551 532
D:476 499 519
D:513 489 494
D:531 524 465
D:487 572 499
D:454 512 524
D:492 460 505
D:524 499 478
D:519 553 460
D:465 552 513
D:467 512 515
D:509 510 492
D:531 520 463
D:508 556 484
I:a b c
D:460 504 527
D:496 466 515
D:526 497 480
D:522 536 467
D:467 543 526
D:465 494 526
D:504 487 501
D:527 496 468
D:502 540 483
D:455 515 531
D:480 472 513
D:513 467 491
D:529 521 468
D:483 547 508
D:460 504 536
D:496 480 508
D:524 480 483
D:521 531 480
D:467 527 527
D:470 481 531
D:508 474 506
D:531 487 473
D:502 528 488
D:454 500 536
D:480 476 520
D:515 475 496
D:527 505 470
D:480 527 508
D:455 488 534
D:488 478 508
D:518 483 480
D:514 524 470
D:460 518 523
D:464 478 521
D:504 480 497
D:526 497 466
D:498 540 484
D:454 510 531
D:480 481 513
D:515 481 492
D:527 510 463
D:480 532 504
D:454 489 527
D:492 484 508
D:523 488 480
D:515 531 472
D:461 524 524
D:464 483 524
D:504 483 499
D:526 499 472
D:497 540 490
D:451 509 534
D:480 481 517
D:513 487 494
D:525 515 468
D:478 536 508
D:455 488 529
D:494 480 508
D:524 482 480
D:520 528 472
D:464 527 524
D:468 485 521
D:508 483 496
D:531 494 463
D:502 537 486
D:459 510 536
D:486 484 522
D:520 482 496
D:528 505 467
D:481 535 506
D:456 489 527
D:496 476 505
D:524 486 478
D:518 526 472
D:462 519 524
D:467 480 522
D:508 478 499
D:531 491 467
D:502 536 488
D:457 508 531
D:484 480 517
D:520 486 492
D:531 519 467
D:480 534 505
D:457 492 524
D:492 483 500
D:521 487 476
D:515 530 470
D:460 524 520
D:465 480 518
D:505 481 496
D:526 499 467
D:496 536 487
D:451 511 531
D:480 481 511
D:515 487 490
D:527 516 465
D:480 532 501
D:459 494 527
D:496 483 508
I:a b c
D:530 496 470
D:504 537 491
D:455 506 530
D:482 480 510
D:515 481 486
D:527 511 463
D:480 534 507
D:456 486 527
D:496 480 510
D:526 486 484
D:519 526 478
D:463 519 526
D:467 486 524
D:508 484 500
D:531 496 470
D:504 534 488
D:456 505 531
D:483 481 515
D:519 486 489
D:530 511 466
D:481 543 510
D:460 499 529
D:497 483 504
D:525 486 476
D:518 526 472
D:463 521 526
D:470 483 520
D:508 480 492
D:529 489 462
D:501 540 486
D:454 508 527
D:480 488 510
D:515 487 486
D:527 513 462
D:477 536 504
D:455 496 526
D:492 480 508
D:521 491 480
D:515 531 472
D:461 523 520
D:465 484 520
D:504 478 496
D:526 499 465
D:497 529 489
D:454 504 534
D:480 486 515
D:515 492 492
D:527 514 465
D:480 526 504
D:455 488 524
D:494 487 507
D:525 467 483
D:520 551 480
D:465 499 524
D:470 448 512
D:511 436 510
D:535 552 483
D:499 598 499
D:451 524 542
D:480 460 523
D:517 486 496
D:531 512 472
D:483 569 512
D:460 531 527
D:496 508 505
D:526 459 480
D:524 540 482
D:470 529 531
D:466 472 520
D:499 408 493
D:519 448 464
D:492 558 487
D:448 509 532
D:475 483 512
D:513 448 494
D:524 564 472
D:470 551 511
D:454 492 528
D:489 496 496
D:519 523 481
D:519 556 472
D:463 552 556
D:472 484 540
D:514 454 485
D:524 506 456
D:497 519 492
D:455 536 536
D:482 425 508
D:512 409 486
D:524 496 451
D:472 534 511
D:462 518 524
D:496 519 487
D:520 502 455
D:514 513 458
D:470 536 529
D:466 511 531
D:499 472 510
D:524 508 481
D:487 540 496
I:a b c
D:457 463 548
D:499 504 529
D:526 521 480
D:520 556 492
D:457 528 531
D:476 473 521
D:513 521 500
D:531 502 484
D:501 476 494
D:448 427 519
D:483 513 501
D:527 569 486
D:529 601 470
D:478 582 512
D:455 512 526
D:496 515 504
D:526 508 472
D:515 545 472
D:459 487 519
D:463 368 512
D:510 578 483
D:531 561 460
D:492 603 487
D:456 563 536
D:486 496 515
D:519 456 492
D:529 534 460
D:476 540 492
D:450 476 523
D:498 500 509
D:526 529 484
D:519 568 488
D:463 536 527
D:470 444 514
D:510 526 491
D:531 542 463
D:501 572 481
D:456 531 524
D:487 494 515
D:524 499 483
D:531 516 462
D:480 558 508
D:460 508 524
D:497 485 502
D:524 486 476
D:515 540 473
D:460 526 527
D:472 492 529
D:512 487 502
D:531 498 467
D:498 555 491
D:456 510 528
D:485 478 511
D:520 494 489
D:531 524 470
D:480 543 515
D:463 487 530
D:500 480 505
D:527 487 480
D:520 531 478
D:463 520 528
D:470 486 524
D:509 475 504
D:527 498 472
D:494 536 492
D:451 497 527
D:480 467 508
D:514 480 483
D:522 512 461
D:472 539 510
D:455 492 527
D:494 476 504
D:520 486 474
D:510 524 473
D:456 511 524
D:468 475 518
D:505 473 496
D:527 492 466
D:491 531 492
D:450 496 532
D:483 472 516
D:518 476 492
D:526 508 468
D:473 524 513
D:462 481 529
D:499 467 504
D:526 472 473
D:512 527 476
D:460 511 530
D:476 480 528
D:515 470 498
D:536 490 472
D:498 536 497
D:460 492 536
D:493 476 513
D:524 483 491
D:531 515 470
D:478 532 515
D:463 487 527
D:504 480 504
I:a b c
D:531 496 464
D:496 534 489
D:455 502 531
D:487 484 513
D:520 485 488
D:524 518 467
D:472 527 513
D:459 486 527
D:499 480 504
D:522 487 470
D:508 531 472
D:452 515 522
D:467 480 515
D:508 480 496
D:528 504 470
D:494 543 496
D:455 504 535
D:488 486 515
D:521 488 492
D:530 521 468
D:476 536 512
D:463 484 529
D:502 480 504
D:527 487 476
D:513 527 475
D:460 515 528
D:473 486 520
D:510 483 496
D:529 502 470
D:494 543 497
D:454 504 536
D:484 483 514
D:518 483 491
D:527 512 464
D:473 532 513
D:460 488 528
D:499 478 504
D:525 480 476
D:511 527 473
D:456 519 528
D:470 483 520
D:508 483 496
D:527 500 464
D:492 537 494
D:451 504 532
D:485 486 513
D:519 483 486
D:526 517 467
D:473 531 514
D:460 492 527
D:499 481 502
D:527 492 473
D:511 532 476
D:455 515 527
D:470 487 520
D:508 484 494
D:527 506 467
D:489 542 494
D:451 507 531
D:486 480 511
D:519 476 483
D:524 516 465
D:472 531 515
D:460 486 526
D:497 481 501
D:524 491 474
D:512 532 478
D:459 519 526
D:472 486 513
D:508 486 488
D:526 507 462
D:488 540 491
D:451 504 526
D:484 487 508
D:519 488 483
D:524 516 463
D:472 527 514
D:462 487 529
D:504 481 508
D:531 491 480
D:515 536 483
D:463 519 532
D:480 476 519
D:516 486 496
D:534 507 467
D:496 526 497
D:458 502 534
D:490 487 509
D:519 492 484
D:525 521 464
D:472 525 515
D:463 494 528
D:502 472 502
D:528 494 476
D:512 533 480
D:460 513 527
D:476 486 512
D:511 483 484
D:534 472 464
D:492 560 504
I:a b c
D:460 508 524
D:499 480 496
D:524 472 473
D:511 522 480
D:460 537 534
D:473 518 522
D:508 489 496
D:528 527 468
D:490 518 499
D:455 500 531
D:491 487 511
D:519 444 483
D:520 468 462
D:464 540 510
D:460 514 531
D:502 527 512
D:528 463 478
D:504 512 473
D:456 472 521
D:496 496 529
