 455 487
D:508 455 492
D:536 480 472
D:508 579 501
D:456 531 531
D:483 463 508
D:520 457 486
D:532 519 473
D:483 585 515
D:455 499 526
D:494 460 499
D:523 460 472
D:515 556 481
D:463 566 527
D:467 476 516
D:508 456 492
D:531 481 467
D:502 582 496
D:453 528 526
D:480 463 502
D:516 457 480
D:529 521 474
D:482 583 519
D:457 496 526
D:496 454 497
D:524 463 476
D:519 552 484
D:463 560 527
D:466 476 518
D:508 454 492
D:530 481 468
D:499 579 497
D:454 526 526
D:481 462 504
D:518 457 481
D:529 520 472
D:480 583 515
D:458 492 521
D:498 457 500
D:530 463 480
D:524 558 488
D:467 563 529
D:472 474 518
D:510 456 494
D:532 484 473
D:500 579 502
D:455 524 529
D:483 460 506
D:519 455 484
D:531 522 472
D:481 583 519
D:460 492 524
D:499 455 497
D:526 462 472
D:519 556 486
D:462 561 531
D:465 474 512
D:504 457 487
D:526 487 468
D:497 579 502
D:451 526 529
D:480 463 504
D:515 459 483
D:527 524 472
D:476 581 516
D:455 491 521
D:497 456 497
D:526 465 472
D:516 561 484
D:460 558 527
D:470 472 512
D:510 455 488
D:530 487 468
D:497 583 504
D:455 525 531
D:484 463 507
D:519 460 482
D:527 527 476
D:476 583 520
D:458 491 524
D:498 457 496
D:527 465 472
D:515 563 487
D:460 554 528
D:472 468 512
D:511 457 492
D:534 492 472
D:499 583 511
D:459 519 531
D:490 459 508
D:521 458 485
D:530 529 480
D:478 578 523
D:463 486 520
D:501 455 496
D:529 463 472
I:a b c
D:496 580 504
D:455 515 527
D:487 462 504
D:521 459 481
D:527 533 476
D:473 579 521
D:460 488 520
D:497 456 492
D:524 466 465
D:510 568 489
D:456 552 527
D:468 468 508
D:508 456 486
D:529 496 467
D:492 588 505
D:452 516 526
D:487 463 504
D:521 457 480
D:527 536 475
D:473 579 520
D:462 487 519
D:499 455 496
D:526 464 472
D:511 568 489
D:457 556 530
D:472 472 512
D:511 456 489
D:531 497 472
D:494 584 508
D:456 513 527
D:489 460 504
D:524 459 481
D:529 536 480
D:476 579 524
D:463 485 520
D:504 454 496
D:531 467 476
D:518 571 497
D:462 551 536
D:478 469 516
D:515 455 492
D:534 499 475
D:494 580 508
D:455 510 528
D:488 460 505
D:521 460 480
D:526 540 480
D:472 579 524
D:462 483 520
D:500 454 496
D:527 470 474
D:511 572 494
D:456 550 531
D:472 468 511
D:510 452 489
D:527 500 472
D:486 588 505
D:448 512 520
D:482 463 499
D:515 462 478
D:521 540 475
D:467 578 519
D:457 482 518
D:499 457 496
D:526 472 472
D:508 572 492
D:455 550 531
D:474 467 510
D:510 455 487
D:529 504 470
D:489 589 509
D:459 508 527
D:489 456 500
D:522 456 480
D:526 540 478
D:472 576 523
D:462 483 519
D:504 455 490
D:530 473 472
D:512 575 494
D:460 546 534
D:481 467 514
D:521 455 488
D:547 504 473
D:502 585 512
D:460 502 528
D:496 458 504
D:519 460 480
D:518 543 480
D:481 574 521
D:488 480 518
D:532 455 496
D:524 467 472
D:496 572 494
D:451 545 527
D:472 467 511
D:524 454 488
D:591 504 468
D:508 591 508
D:436 510 527
I:a b c
D:484 460 496
D:563 472 467
D:504 568 488
D:506 540 526
D:524 463 506
D:476 459 489
D:492 513 476
D:445 590 515
D:449 509 531
D:484 455 507
D:496 459 480
D:539 546 483
D:468 574 527
D:435 488 526
D:489 460 497
D:502 472 472
D:499 582 497
D:452 545 536
D:528 472 518
D:563 456 492
D:527 511 472
D:465 582 513
D:444 504 527
D:487 451 504
D:568 460 483
D:516 554 484
D:435 582 529
D:487 474 524
D:527 453 500
D:550 473 480
D:619 576 496
D:632 536 531
D:502 467 519
D:505 452 492
D:591 514 480
D:468 593 519
D:332 504 534
D:327 463 510
D:504 455 487
D:480 550 487
D:489 569 529
D:356 473 524
D:579 448 508
D:588 480 487
D:485 588 510
D:515 551 551
D:470 467 529
D:433 460 508
D:430 504 472
D:758 588 516
D:364 504 536
D:414 449 501
D:536 448 472
D:511 550 480
D:497 582 536
D:433 472 531
D:472 451 496
D:704 458 473
D:537 583 498
D:385 543 542
D:275 464 527
D:659 454 499
D:449 513 472
D:432 575 513
D:432 508 534
D:534 440 510
D:595 465 491
D:422 555 487
D:353 568 541
D:444 459 531
D:521 457 500
D:536 480 480
D:568 585 487
D:358 527 536
D:509 470 513
D:537 454 484
D:499 521 460
D:433 595 511
D:446 508 531
D:511 457 504
D:577 454 470
D:455 576 478
D:412 593 524
D:574 476 515
D:543 463 496
D:467 473 469
D:451 601 492
D:457 547 536
D:446 463 511
D:532 441 488
D:620 531 469
D:435 608 523
D:449 512 531
D:441 459 504
D:612 460 474
D:483 552 483
D:423 577 531
D:454 483 519
D:566 457 497
D:536 488 470
I:a b c
D:472 600 507
D:435 496 527
D:540 467 505
D:480 472 481
D:496 568 482
D:497 575 532
D:494 484 524
D:483 460 499
D:483 488 472
D:473 596 492
D:440 536 536
D:494 470 512
D:518 457 497
D:524 531 467
D:467 592 518
D:459 499 529
D:492 465 507
D:515 467 480
D:521 568 478
D:488 572 528
D:487 476 520
D:496 455 504
D:510 487 478
D:482 596 504
D:444 538 539
D:484 467 516
D:552 452 492
D:575 529 474
D:448 591 515
D:430 494 530
D:473 460 508
D:508 465 480
D:520 564 478
D:457 568 530
D:467 472 524
D:506 453 502
D:536 494 475
D:515 595 502
D:481 524 540
D:513 468 515
D:521 454 488
D:510 536 476
D:460 595 523
D:444 494 531
D:486 457 508
D:521 464 480
D:529 568 486
D:454 566 534
D:460 472 524
D:504 462 504
D:525 497 475
D:492 596 504
D:463 529 537
D:465 462 518
D:518 448 489
D:528 534 476
D:476 588 521
D:455 496 531
D:496 457 508
D:532 463 480
D:536 570 485
D:454 564 531
D:470 472 524
D:505 454 499
D:527 496 474
D:492 592 500
D:460 524 536
D:489 463 515
D:517 460 492
D:526 536 480
D:476 595 524
D:461 492 533
D:502 454 508
D:526 460 480
D:521 570 491
D:463 562 536
D:476 466 520
D:513 451 496
D:532 496 473
D:496 593 506
D:448 519 532
D:488 457 512
D:523 455 489
D:526 536 475
D:472 588 519
D:459 481 524
D:500 448 500
D:527 463 472
D:511 572 478
D:455 554 524
D:472 473 510
D:510 459 486
D:529 502 463
D:492 592 497
D:454 517 524
D:487 456 501
D:522 457 480
D:526 537 468
D:472 586 515
D:460 481 518
I:a b c
D:510 455 491
D:527 502 467
D:487 595 499
D:449 515 527
D:483 460 507
D:516 456 483
D:521 540 472
D:467 588 519
D:460 480 520
D:499 449 496
D:524 467 470
D:508 578 483
D:456 558 529
D:475 467 513
D:513 456 492
D:532 499 470
D:494 592 508
D:455 508 527
D:490 457 504
D:523 455 480
D:527 540 476
D:472 579 519
D:462 481 521
D:504 460 498
D:529 472 472
D:511 576 487
D:456 543 529
D:476 464 513
D:513 455 488
D:531 504 472
D:492 590 507
D:454 520 529
D:488 467 500
D:526 463 478
D:528 542 475
D:476 578 524
D:467 480 518
D:506 460 496
D:533 478 468
D:513 576 486
D:460 552 529
D:480 473 513
D:518 460 487
D:533 507 467
D:490 585 508
D:456 512 527
D:491 460 504
D:523 460 480
D:526 548 476
D:468 579 523
D:463 480 518
D:504 455 492
D:529 470 467
D:508 579 491
D:455 542 528
D:478 463 508
D:515 452 483
D:531 511 467
D:488 595 510
D:458 511 528
D:496 460 504
D:527 459 480
D:526 545 476
D:472 575 524
D:470 478 518
D:511 455 492
D:536 476 467
D:513 583 493
D:463 537 527
D:486 461 504
D:520 451 483
D:534 511 467
D:492 585 508
D:462 502 521
D:497 457 499
D:529 457 476
D:527 558 476
D:467 573 518
D:470 476 511
D:510 451 489
D:531 476 463
D:504 577 492
D:455 536 526
D:482 460 504
D:518 455 481
D:531 518 467
D:489 591 512
D:457 496 520
D:478 452 496
D:531 455 472
D:527 556 480
D:473 566 521
D:464 472 512
D:502 442 489
D:526 480 467
D:513 585 496
D:462 537 527
D:472 460 507
D:524 451 484
D:527 519 470
I:a b c
D:473 568 521
D:497 466 515
D:550 444 494
D:526 476 476
D:483 588 504
D:460 536 536
D:457 456 510
D:530 452 487
D:583 516 470
D:511 586 515
D:455 489 524
D:463 449 504
D:472 457 481
D:513 563 488
D:520 566 527
D:532 463 516
D:510 456 496
D:516 480 472
D:483 585 501
D:448 534 531
D:458 465 508
D:555 455 478
D:678 519 467
D:678 586 510
D:401 492 521
D:319 455 492
D:558 449 470
D:451 560 472
D:527 561 518
D:673 467 508
D:399 455 492
D:339 490 466
D:352 600 496
D:452 531 521
D:436 455 505
D:667 457 480
D:664 529 470
D:480 595 521
D:287 499 536
D:376 455 518
D:553 456 489
D:632 560 489
D:575 558 537
D:412 462 526
D:458 454 504
D:428 486 487
D:572 588 505
D:618 521 537
D:457 455 510
D:510 432 483
D:480 524 473
D:466 593 519
D:519 490 536
D:575 457 508
D:591 460 481
D:472 560 483
D:385 575 528
D:472 452 513
D:499 448 494
D:380 492 472
D:576 588 492
D:374 524 528
D:462 460 499
D:556 448 472
D:463 529 455
D:463 590 506
D:496 476 508
D:556 455 488
D:455 472 465
D:510 574 480
D:446 560 521
D:360 474 515
D:473 460 487
D:556 489 461
D:596 587 497
D:470 524 519
D:452 467 499
D:504 448 486
D:616 533 463
D:484 600 516
D:388 492 526
D:470 454 496
D:476 465 468
D:624 571 484
D:468 550 531
D:526 464 518
D:424 460 496
D:448 504 467
D:476 600 497
D:496 518 529
D:448 451 513
D:502 460 480
D:528 548 476
D:472 596 524
D:492 473 534
D:496 460 505
D:556 472 480
D:556 583 486
D:398 556 537
D:426 463 518
I:a b c
D:505 462 487
D:520 551 473
D:487 587 517
D:474 475 520
D:476 448 504
D:516 472 472
D:497 580 483
D:457 558 529
D:473 465 512
D:529 452 488
D:566 504 464
D:478 590 502
D:435 505 525
D:472 463 504
D:515 462 480
D:521 540 465
D:462 584 518
D:533 482 521
D:492 448 499
D:508 476 472
D:484 579 483
D:452 547 528
D:478 467 518
D:504 451 492
D:529 507 468
D:487 592 508
D:448 518 533
D:497 455 512
D:513 456 483
D:508 540 472
D:467 577 524
D:467 480 526
D:504 449 502
D:527 476 476
D:510 583 490
D:449 547 534
D:472 459 515
D:520 455 499
D:540 508 476
D:523 591 515
D:444 508 536
D:478 451 512
D:515 455 488
D:520 550 482
D:467 583 529
D:465 478 527
D:507 451 502
D:533 472 476
D:510 581 492
D:460 542 536
D:480 463 517
D:520 454 494
D:534 511 472
D:487 589 515
D:463 504 534
D:493 454 508
D:521 455 481
D:521 551 481
D:467 574 527
D:449 476 527
D:504 451 504
D:531 468 478
D:508 582 492
D:454 540 531
D:476 462 511
D:515 452 489
D:527 513 467
D:480 591 510
D:451 499 529
D:487 455 504
D:517 457 478
D:515 555 473
D:461 574 519
D:457 476 518
D:496 448 494
D:524 476 469
D:499 584 491
D:451 544 527
D:472 464 510
D:510 457 488
D:526 513 470
D:480 591 508
D:451 496 528
D:492 451 505
D:524 448 480
D:520 552 480
D:460 580 528
D:462 476 521
D:504 451 496
D:528 472 469
D:504 577 492
D:454 540 530
D:480 463 511
D:515 460 491
D:531 517 470
D:484 588 516
D:456 504 525
D:496 460 504
D:526 460 478
D:523 553 480
I:a b c
D:455 540 529
D:481 467 508
D:518 457 483
D:531 516 463
D:483 587 511
D:457 496 524
D:496 462 500
D:526 461 476
D:521 560 484
D:465 564 527
D:467 476 516
D:508 460 492
D:531 483 465
D:504 580 494
D:457 528 529
D:483 464 509
D:520 460 486
D:534 519 472
D:487 587 515
D:463 499 527
D:502 459 501
D:530 465 476
D:523 561 476
D:465 564 529
D:472 476 518
D:508 454 491
D:532 486 470
D:504 588 498
D:457 537 531
D:483 463 507
D:519 460 486
D:534 520 473
D:486 585 517
D:462 497 525
D:499 459 499
D:529 463 476
D:524 558 483
D:467 558 524
D:473 473 515
D:512 455 489
D:536 486 467
D:504 590 499
D:457 527 527
D:487 463 508
D:521 457 483
D:529 527 472
D:481 588 516
D:460 498 524
D:497 457 496
D:524 461 473
D:518 560 481
D:462 561 524
D:470 467 510
D:506 458 485
D:527 485 465
D:496 590 497
D:453 527 524
D:481 457 502
D:518 454 481
D:527 526 470
D:476 591 515
D:454 497 524
D:493 454 499
D:524 459 472
D:515 560 484
D:460 561 527
D:458 465 514
D:510 451 489
D:524 481 466
D:504 584 502
D:472 519 524
D:475 456 504
D:520 451 480
D:540 527 470
D:508 585 516
D:511 486 523
D:547 451 499
D:492 454 476
D:482 569 488
D:437 553 531
D:476 463 516
D:502 452 492
D:572 487 472
D:515 582 505
D:440 512 529
D:444 456 507
D:486 455 483
D:511 527 473
D:602 577 512
D:511 488 524
D:441 448 499
D:448 462 478
D:588 566 486
D:440 558 524
D:476 465 508
D:489 456 489
D:630 496 467
D:654 583 497
D:519 511 518
D:404 456 499
I:a b c
D:521 462 467
D:482 572 478
D:327 560 520
D:428 467 510
D:617 438 480
D:547 492 457
D:593 595 492
D:301 521 527
D:388 464 511
D:443 460 480
D:463 529 470
D:558 577 514
D:652 489 527
D:556 449 502
D:462 451 472
D:488 579 489
D:376 572 544
D:524 462 519
D:768 426 488
D:492 504 472
D:395 604 497
D:396 519 527
D:648 451 518
D:574 449 494
D:350 540 487
D:327 579 534
D:536 480 536
D:573 444 518
D:455 464 492
D:478 568 494
D:638 542 540
D:548 463 527
D:398 448 499
D:451 493 480
D:428 601 499
D:583 510 529
D:453 428 499
D:499 460 473
D:472 545 456
D:475 587 506
D:419 476 521
D:529 452 489
D:575 472 467
D:611 588 476
D:435 543 515
D:448 467 508
D:504 457 486
D:514 499 456
D:444 608 497
D:393 521 519
D:508 450 502
D:483 455 483
D:569 532 467
D:553 580 513
D:531 489 527
D:487 456 499
D:491 476 472
D:463 582 483
D:420 556 529
D:486 462 513
D:494 456 494
D:547 504 472
D:451 593 499
D:430 508 532
D:553 451 508
D:545 456 482
D:512 547 469
D:424 588 517
D:487 480 521
D:524 452 504
D:497 480 476
D:463 587 492
D:425 550 534
D:463 463 519
D:512 451 497
D:551 506 472
D:496 600 502
D:458 508 528
D:494 462 508
D:527 465 480
D:524 553 468
D:476 585 515
D:473 486 520
D:546 454 496
D:537 463 466
D:496 583 480
D:437 552 528
D:455 462 511
D:496 454 490
D:510 507 464
D:476 600 499
D:454 499 526
D:487 448 504
D:520 455 472
D:519 550 467
D:475 583 518
D:463 478 521
D:505 455 497
D:524 476 472
D:500 584 492
I:a b c
D:454 508 531
D:510 451 509
D:551 455 483
D:512 550 480
D:444 575 526
D:448 478 530
D:496 451 506
D:526 472 480
D:508 576 494
D:463 536 534
D:478 449 519
D:516 452 496
D:531 512 476
D:488 596 519
D:455 504 540
D:492 454 516
D:524 455 489
D:524 547 484
D:470 568 531
D:464 476 527
D:505 450 504
D:531 473 477
D:508 585 499
D:460 537 537
D:476 460 521
D:518 455 497
D:531 513 476
D:483 592 515
D:455 497 532
D:492 451 508
D:521 457 482
D:519 552 478
D:461 569 523
D:456 469 518
D:496 451 496
D:520 480 472
D:492 583 492
D:444 540 528
D:468 464 508
D:508 456 483
D:520 515 465
D:476 588 508
D:449 497 524
D:487 455 502
D:519 456 476
D:515 556 476
D:460 569 523
D:462 467 513
D:504 442 492
D:527 476 470
D:499 588 498
D:451 539 534
D:480 460 510
D:513 451 489
D:524 520 472
D:476 590 515
D:451 497 525
D:489 453 504
D:518 453 476
D:512 560 483
D:460 568 531
D:466 472 521
D:508 458 499
D:531 483 474
D:501 586 496
D:454 528 527
D:480 454 504
D:518 455 486
D:529 523 472
D:480 583 514
D:455 492 528
D:494 452 504
D:524 460 480
D:519 568 486
D:463 566 536
D:470 480 524
D:510 460 497
D:534 487 476
D:504 590 497
D:455 527 528
D:483 456 505
D:518 455 480
D:528 525 464
D:478 595 512
D:460 496 524
D:500 460 499
D:527 460 474
D:519 566 481
D:467 562 530
D:474 470 516
D:515 455 492
D:536 487 473
D:504 588 499
D:458 534 523
D:487 465 500
D:521 463 476
D:531 528 467
D:480 586 514
D:460 496 524
D:499 457 496
I:a b c
D:534 487 469
D:502 584 499
D:456 522 529
D:487 454 506
D:524 457 487
D:534 526 472
D:484 588 519
D:466 483 520
D:505 449 499
D:531 460 472
D:524 563 483
D:468 562 527
D:477 476 513
D:516 455 488
D:536 492 467
D:504 590 499
D:460 525 526
D:488 460 504
D:524 455 481
D:531 526 472
D:480 588 520
D:462 492 524
D:499 455 497
D:527 457 472
D:516 566 483
D:460 560 526
D:472 467 511
D:511 448 487
D:531 487 470
D:498 586 504
D:457 521 527
D:486 456 504
D:519 451 481
D:527 527 472
D:476 585 513
D:460 487 519
D:499 455 494
D:527 462 470
D:505 570 483
D:457 560 525
D:478 460 509
D:527 446 487
D:573 492 467
D:494 592 504
D:451 519 527
D:492 454 504
D:524 454 481
D:542 528 476
D:467 581 524
D:460 481 524
D:500 444 497
D:556 457 472
D:531 563 487
D:408 551 529
D:455 464 516
D:505 454 496
D:509 492 472
D:504 591 505
D:480 515 532
D:483 460 508
D:552 451 483
D:527 534 478
D:489 583 523
D:444 484 527
D:536 456 494
D:563 463 472
D:558 574 488
D:428 556 526
D:515 463 505
D:543 454 487
D:588 496 463
D:481 598 496
D:581 518 520
D:659 458 504
D:368 455 477
D:423 537 464
D:384 582 515
D:462 487 519
D:476 457 496
D:370 470 478
D:505 574 487
D:480 553 527
D:452 463 512
D:544 448 496
D:606 496 467
D:664 600 512
D:378 518 537
D:380 451 515
D:555 463 487
D:561 537 478
D:540 576 519
D:480 476 521
D:373 448 508
D:462 461 481
D:497 574 489
D:654 554 527
D:563 454 524
D:403 435 496
D:414 497 478
D:411 598 518
I:a b c
D:556 478 530
D:487 462 508
D:588 463 478
D:421 579 494
D:420 545 543
D:527 457 510
D:736 448 494
D:452 512 457
D:451 591 492
D:414 515 520
D:482 456 496
D:602 456 478
D:515 531 465
D:449 585 512
D:430 484 519
D:521 452 486
D:408 463 465
D:494 575 472
D:454 537 527
D:428 481 508
D:547 451 486
D:545 508 462
D:657 588 496
D:444 516 526
D:403 451 508
D:444 473 487
D:451 553 470
D:391 595 521
D:480 484 519
D:647 442 502
D:536 457 473
D:489 583 486
D:450 556 534
D:457 476 528
D:478 462 505
D:529 516 478
D:514 597 507
D:480 517 543
D:614 456 531
D:526 463 496
D:440 541 463
D:396 583 505
D:422 480 513
D:499 446 487
D:556 472 455
D:496 579 473
D:453 552 524
D:463 462 505
D:502 456 488
D:537 508 463
D:504 596 499
D:462 504 527
D:502 451 508
D:513 462 480
D:515 543 468
D:463 579 515
D:463 480 520
D:517 455 491
D:521 464 462
D:511 583 480
D:448 545 524
D:473 463 510
D:511 451 483
D:527 499 462
D:496 593 498
D:450 506 524
D:465 455 505
D:505 451 480
D:510 548 473
D:459 577 521
D:467 480 526
D:500 449 504
D:522 472 475
D:500 575 494
D:451 544 536
D:476 465 519
D:514 455 494
D:530 510 467
D:486 588 510
D:456 499 529
D:489 451 505
D:521 452 483
D:521 552 476
D:463 572 526
D:463 473 527
D:507 450 504
D:528 468 480
D:505 582 499
D:451 536 539
D:475 457 519
D:534 451 499
D:536 511 476
D:465 591 519
D:448 499 536
D:487 452 513
D:519 454 487
D:519 552 486
D:463 575 531
D:463 476 526
D:502 453 499
I:a b c
D:527 508 473
D:480 586 513
D:448 497 528
D:486 454 504
D:518 451 478
D:516 553 476
D:460 571 524
D:460 478 513
D:499 455 488
D:523 470 460
D:499 580 487
D:449 537 524
D:476 464 508
D:512 453 483
D:526 510 464
D:480 590 508
D:449 499 527
D:489 455 505
D:520 454 480
D:516 548 480
D:462 565 524
D:462 460 519
D:504 444 496
D:526 478 470
D:499 584 494
D:451 536 529
D:476 462 510
D:512 456 487
D:526 516 467
D:480 574 507
D:454 487 524
D:493 464 505
D:524 464 480
D:521 564 481
D:466 577 526
D:467 478 521
D:506 449 497
D:531 472 470
D:505 578 499
D:456 515 536
D:483 457 511
D:521 457 488
D:536 525 472
D:484 592 520
D:462 489 524
D:502 460 498
D:530 472 478
D:524 563 482
D:468 569 528
D:472 469 516
D:512 455 496
D:536 476 472
D:504 574 501
D:457 528 531
D:483 457 504
D:519 454 486
D:531 527 472
D:483 591 514
D:462 492 521
D:500 452 496
D:529 463 473
D:523 563 480
D:464 566 526
D:472 476 517
D:512 457 494
D:533 483 467
D:504 582 496
D:458 527 527
D:486 463 505
D:521 459 483
D:532 519 472
D:483 588 516
D:462 489 525
D:500 462 497
D:531 465 473
D:522 568 480
D:465 563 524
D:473 472 510
D:514 456 487
D:536 489 465
D:504 582 500
D:460 537 534
D:487 468 511
D:521 462 487
D:529 527 476
D:480 585 519
D:460 489 527
D:497 451 500
D:526 455 473
D:518 560 486
D:464 560 529
D:472 472 514
D:511 454 491
D:532 488 468
D:502 588 499
D:456 520 527
D:488 457 504
D:524 456 483
D:531 526 472
D:480 582 518
I:a b c
D:472 463 513
D:505 455 491
D:527 494 468
D:496 588 499
D:451 524 527
D:481 460 504
D:502 455 481
D:526 526 473
D:474 584 517
D:486 484 519
D:543 451 496
D:551 457 470
D:515 563 483
D:444 560 526
D:440 464 511
D:486 449 487
D:588 487 465
D:558 587 502
D:416 529 528
D:435 459 505
D:444 459 486
D:512 532 476
D:470 577 515
D:456 487 519
D:528 455 496
D:527 463 475
D:510 569 492
D:449 560 536
D:494 467 516
D:571 449 490
D:704 487 472
D:455 590 504
D:387 518 527
D:474 459 512
D:504 460 483
D:711 534 472
D:692 583 512
D:325 488 519
D:257 446 492
D:680 456 467
D:483 574 484
D:355 565 529
D:536 468 515
D:662 449 488
D:504 499 462
D:252 594 501
D:326 513 527
D:511 462 505
D:534 452 487
D:577 543 480
D:563 591 524
D:675 476 532
D:331 432 511
D:445 472 489
D:481 564 496
D:547 558 542
D:700 455 524
D:255 456 496
D:579 486 476
D:519 595 502
D:344 505 530
D:505 457 505
D:590 449 480
D:384 531 470
D:385 595 526
D:577 476 531
D:679 452 508
D:553 476 480
D:396 553 488
D:395 568 536
D:441 454 518
D:625 456 499
D:489 484 472
D:492 595 499
D:424 526 531
D:504 463 505
D:509 451 474
D:618 515 462
D:537 591 510
D:480 499 527
D:468 462 492
D:494 470 466
D:494 576 476
D:448 572 524
D:448 467 508
D:555 433 481
D:511 500 460
D:394 604 502
D:380 510 536
D:462 460 508
D:492 454 480
D:560 558 467
D:523 583 508
D:428 473 526
D:494 455 504
D:496 480 475
D:504 569 476
D:572 550 528
D:461 463 517
D:543 451 492
I:a b c
D:504 543 470
D:428 585 519
D:462 488 524
D:504 457 499
D:504 473 473
D:484 578 486
D:448 553 529
D:476 468 516
D:519 452 496
D:532 504 466
D:496 591 502
D:472 508 528
D:486 454 505
D:518 463 481
D:523 551 470
D:468 582 515
D:467 480 524
D:538 451 496
D:564 476 470
D:487 568 476
D:424 547 527
D:451 465 511
D:502 440 483
D:540 504 459
D:497 595 500
D:465 512 529
D:470 456 508
D:513 455 486
D:515 547 475
D:464 577 522
D:463 482 527
D:504 451 502
D:529 472 472
D:508 580 492
D:451 548 534
D:476 464 518
D:513 455 492
D:536 508 468
D:492 590 504
D:464 499 528
D:487 455 504
D:522 460 483
D:524 547 476
D:467 574 524
D:459 476 522
D:518 450 499
D:542 466 472
D:500 580 492
D:448 542 536
D:472 464 519
D:510 456 497
D:526 511 476
D:483 588 516
D:451 499 536
D:492 455 511
D:518 455 485
D:516 550 480
D:460 576 530
D:460 478 524
D:500 449 500
D:526 472 476
D:502 579 496
D:452 536 531
D:478 460 515
D:513 454 492
D:527 507 470
D:481 588 510
D:454 497 527
D:492 455 502
D:515 455 480
D:511 548 476
D:464 572 526
D:464 473 520
D:504 451 496
D:526 473 470
D:499 579 494
D:449 531 529
D:472 451 510
D:511 455 489
D:526 515 473
D:478 583 513
D:449 499 529
D:488 455 504
D:520 457 478
D:516 551 480
D:462 571 527
D:467 473 519
D:505 452 492
D:529 476 468
D:500 580 494
D:454 529 528
D:480 460 510
D:513 451 485
D:526 519 472
D:480 593 511
D:455 500 522
D:492 455 500
D:522 452 474
D:520 558 480
D:465 572 526
I:a b c
D:482 468 510
D:519 463 489
D:534 516 467
D:483 584 512
D:455 496 526
D:494 451 504
